2015-09-28,"[turnover    5.446667
dtype: float64, turnover    0.78
dtype: float64]"
2015-09-29,"[turnover    5.078889
dtype: float64, turnover    0.896667
dtype: float64]"
2015-09-30,"[turnover    3.821111
dtype: float64, turnover    0.723333
dtype: float64]"
2015-10-07,"[turnover    0.132222
dtype: float64, turnover    0.022222
dtype: float64]"
2015-10-08,"[turnover    4.962222
dtype: float64, turnover    1.354444
dtype: float64]"
2015-10-09,"[turnover    5.368889
dtype: float64, turnover    1.352222
dtype: float64]"
2015-10-12,"[turnover    7.973333
dtype: float64, turnover    1.957778
dtype: float64]"
2015-10-13,"[turnover    9.665556
dtype: float64, turnover    1.63
dtype: float64]"
2015-10-14,"[turnover    9.841111
dtype: float64, turnover    1.587778
dtype: float64]"
2015-10-15,"[turnover    8.995556
dtype: float64, turnover    1.716667
dtype: float64]"
2015-10-16,"[turnover    11.301111
dtype: float64, turnover    2.372222
dtype: float64]"
2015-10-19,"[turnover    11.617778
dtype: float64, turnover    2.221111
dtype: float64]"
2015-10-20,"[turnover    10.613333
dtype: float64, turnover    1.672222
dtype: float64]"
2015-10-21,"[turnover    12.603333
dtype: float64, turnover    2.363333
dtype: float64]"
2015-10-22,"[turnover    11.572222
dtype: float64, turnover    1.573333
dtype: float64]"
2015-10-23,"[turnover    11.061111
dtype: float64, turnover    2.084444
dtype: float64]"
2015-10-26,"[turnover    12.434444
dtype: float64, turnover    2.28
dtype: float64]"
2015-10-27,"[turnover    9.971111
dtype: float64, turnover    1.83
dtype: float64]"
2015-10-28,"[turnover    10.881111
dtype: float64, turnover    2.006667
dtype: float64]"
2015-10-29,"[turnover    10.916667
dtype: float64, turnover    2.883333
dtype: float64]"
2015-10-30,"[turnover    15.126667
dtype: float64, turnover    2.046667
dtype: float64]"
2015-11-02,"[turnover    9.586667
dtype: float64, turnover    1.512222
dtype: float64]"
2015-11-03,"[turnover    7.692222
dtype: float64, turnover    1.393333
dtype: float64]"
2015-11-04,"[turnover    9.048889
dtype: float64, turnover    2.18
dtype: float64]"
2015-11-05,"[turnover    11.105556
dtype: float64, turnover    2.756667
dtype: float64]"
2015-11-06,"[turnover    9.801111
dtype: float64, turnover    2.468889
dtype: float64]"
2015-11-09,"[turnover    11.548889
dtype: float64, turnover    2.873333
dtype: float64]"
2015-11-10,"[turnover    11.463333
dtype: float64, turnover    2.723333
dtype: float64]"
2015-11-11,"[turnover    10.731111
dtype: float64, turnover    2.473333
dtype: float64]"
2015-11-12,"[turnover    10.613333
dtype: float64, turnover    2.37
dtype: float64]"
2015-11-13,"[turnover    9.168889
dtype: float64, turnover    2.086667
dtype: float64]"
2015-11-16,"[turnover    6.49
dtype: float64, turnover    1.625556
dtype: float64]"
2015-11-17,"[turnover    7.892222
dtype: float64, turnover    2.454444
dtype: float64]"
2015-11-18,"[turnover    6.587778
dtype: float64, turnover    1.832222
dtype: float64]"
2015-11-19,"[turnover    5.624444
dtype: float64, turnover    1.51
dtype: float64]"
2015-11-20,"[turnover    6.493333
dtype: float64, turnover    1.835556
dtype: float64]"
2015-11-23,"[turnover    9.062222
dtype: float64, turnover    1.547778
dtype: float64]"
2015-11-24,"[turnover    6.781111
dtype: float64, turnover    1.342222
dtype: float64]"
2015-11-25,"[turnover    11.348889
dtype: float64, turnover    1.697778
dtype: float64]"
2015-11-26,"[turnover    10.707778
dtype: float64, turnover    1.932222
dtype: float64]"
2015-11-27,"[turnover    9.825556
dtype: float64, turnover    2.314444
dtype: float64]"
2015-11-30,"[turnover    9.751111
dtype: float64, turnover    2.005556
dtype: float64]"
2015-12-01,"[turnover    9.39
dtype: float64, turnover    1.687778
dtype: float64]"
