,code,grade
0,600754,-0.0534150722073
0,600755,-0.0515113212027
0,600756,-0.0453679584547
0,600757,-0.0507688468367
0,600758,-1147.90585284
0,600761,-0.0518551444671
0,600763,-0.0526716406963
0,600765,-0.0518852406563
0,600766,-0.040600215038
0,600767,-0.0454041452846
0,600769,-0.0518816160857
0,600770,-0.0520187367481
0,600774,-0.0317574378061
0,600775,-0.0528857654283
0,600776,-0.0449613604262
0,600777,-0.0493736758993
0,600779,-0.0518527305679
0,600780,-0.0513632346327
0,600781,-0.0462623938179
0,600782,-0.0513038097228
0,600783,-0.0497583923828
0,600784,-0.049108984927
0,600785,-0.0532736946261
0,600787,-0.0524620790878
0,600789,0.22572116439
0,600790,-0.0511858775666
0,600791,-0.0477954835495
0,600792,-0.0512592097712
0,600793,-0.052739759821
0,600794,-0.0508398513859
0,600795,-0.0527634117275
0,600797,-0.0484123811617
0,600800,-0.0463611257466
0,600801,-0.0505597599202
0,600802,-0.0403013078645
0,600803,-0.0525309088017
0,600804,-0.0508866406313
0,600806,-0.0479067095486
0,600807,-0.0424634239277
0,600808,-0.0537183912215
0,600809,-0.053117538065
0,600810,-0.0506045021045
0,600811,-0.0519454656005
0,600812,-0.0529715604837
0,600814,-0.0504184907812
0,600815,-0.0507879911951
0,600816,-0.0514010717627
0,600818,-0.0516495357443
0,600819,-0.0515016731983
0,600820,-0.0448075427628
