,code,grade
0,300143,-0.049767505733
0,300144,-0.0507391676886
0,300145,-0.0502212275219
0,300146,-0.0530585846081
0,300147,-0.0510183895957
0,300148,-0.0410739260564
0,300149,-0.0516423199893
0,300150,-0.0486642096755
0,300151,-0.0507322843516
0,300152,-11.4326307439
0,300153,-0.0505803067442
0,300154,-0.0514208790571
0,300155,-0.0492597448749
0,300156,-0.0466372436056
0,300157,-0.0431706355984
0,300159,-0.0519340348612
0,300160,-0.0446110505237
0,300161,-0.0482625056613
0,300162,-0.0493191017363
0,300164,-0.046335605255
0,300165,-0.0443047700195
0,300167,-0.0473363634709
0,300168,-0.0494279685663
0,300170,-0.0475120508427
0,300171,-0.0488916563855
0,300172,-0.125537603081
0,300173,-0.0508333649225
0,300174,-0.0356588209314
0,300177,-0.0497610321994
0,300178,-0.04783382482
0,300181,-0.0456913222496
0,300182,-0.0509627388924
0,300183,-0.0488154414843
0,300185,-0.0388502194116
0,300187,-0.0458614335301
0,300188,-0.0419280447764
0,300191,-0.0435153174259
0,300192,-0.0312956436233
0,300193,-0.0426365831235
0,300194,-0.0511388876645
0,300195,-0.0214658237724
0,300196,-0.052520562712
0,300197,-0.0423383402144
0,300198,-0.0438480596038
0,300200,-0.0500772442494
0,300201,-0.0357748596855
0,300202,-0.0509970258456
0,300203,-0.0455864066417
0,300204,-0.0540471207377
0,300205,-0.0460796284337
