,code,grade
0,300290,-0.0430463816207
0,300431,-0.0346967274534
0,300446,-0.0502517054047
0,600088,-0.0529775470488
0,600848,-0.040258810763
0,600879,-0.0470102076479
0,9,-0.0337934924063
0,622,-0.0516876812893
0,2167,-0.0483177979624
0,2446,-0.0465669849721
0,2719,-0.0296539591834
0,2801,-4.21094115433
0,300001,-0.0503771924446
0,300158,-0.0500469187123
0,300341,-0.0511018081981
0,600242,-0.0503632464634
0,600596,-0.0258204315652
0,600805,-0.0491783289877
0,600856,-0.0436333333686
0,591,-0.0445848652776
0,630,-0.0514204687368
0,848,-0.0520200154131
0,2017,-0.0499179903727
0,2022,-0.0403950446829
0,2111,-0.0503693826361
0,2133,-0.044687559404
0,2678,-0.0525194704484
0,300532,1045.33932774
0,416,-0.0458776891234
0,695,-0.0483963047751
0,939,-0.048067770319
0,2190,-0.0429341497254
0,2555,-0.0404555847876
0,2583,-0.0484248179879
0,2597,-0.0480844332305
0,2657,-0.0457174563718
0,600161,-0.0470616664048
0,600599,-0.0426483604525
0,2072,-0.00185193887062
0,2604,-0.0400882299527
0,2771,-0.0426841190705
0,300251,-0.0437354334388
0,603861,0.0498167184051
0,2074,-0.0305071218252
