,code,grade
0,600691,-0.0512213813238
0,600692,-0.046658996245
0,600693,-0.0424416282718
0,600694,-0.0525699056995
0,600695,-0.0539034290418
0,600697,-0.0526243061733
0,600698,-0.0470154501717
0,600699,-0.0499913204266
0,600701,-0.0517543544622
0,600702,-0.0504497491564
0,600704,-0.0451900682823
0,600705,-0.0496961605134
0,600706,-0.0407010691969
0,600707,-0.0469398521445
0,600708,-0.0517800079472
0,600711,-0.0476731017708
0,600712,-0.0512408164539
0,600713,-0.0533858375201
0,600714,-0.0521237817829
0,600716,-0.0517714854043
0,600717,-0.0529128149073
0,600718,-0.0512417934217
0,600719,-0.0509053778446
0,600720,-0.0490008464235
0,600721,-0.0524271398848
0,600722,-0.0510796176558
0,600723,-0.0544675571661
0,600724,-0.0534603767479
0,600725,-0.0522733597624
0,600726,-0.0536593772376
0,600727,-0.0497124079849
0,600728,-0.0412599517215
0,600730,-0.0519650377493
0,600731,-0.0485565715632
0,600734,68999.9688273
0,600736,-0.0494529949005
0,600738,-0.0394458479634
0,600739,-0.049659857809
0,600740,-0.042173246651
0,600741,-0.0533872785005
0,600742,-0.0517915642475
0,600743,-0.051914115753
0,600744,-0.0597225001385
0,600745,-0.0517825269335
0,600746,-0.0321549623857
0,600747,-0.0461578121496
0,600748,-0.0524195304367
0,600749,-0.0412721939405
0,600750,-0.0504851397935
0,600751,-0.0520178711552
