,code,grade
0,300475,-0.0434412524951
0,300476,-0.05257036487
0,300478,-0.0403228281335
0,300479,-0.0467655146857
0,300480,-0.0435065165869
0,300481,-54.1732420728
0,300483,-0.0407335021128
0,300484,-0.0447543217043
0,300485,-0.0463644895718
0,300486,-0.0467782058435
0,300487,-0.0343410176186
0,300489,-0.0420442923253
0,300490,-0.044130042421
0,300491,-0.0433026467054
0,300492,-0.0408222316755
0,300493,-0.0518530520225
0,300494,-0.0458042443957
0,300495,8718.79012858
0,300496,-0.0404371205956
0,300497,-0.0336613277653
0,300498,-0.0517086489686
0,300499,-4.36497160551
0,300500,-0.436745341191
0,300501,0.335615300555
0,300502,-0.0206791620564
0,300503,-0.121235128493
0,300505,0.0423887439028
0,300506,76034.0291249
0,300507,-0.0402433352196
0,300508,-0.0641674062274
0,300509,-0.0239820163781
0,300511,-0.0432346702783
0,300512,218.535217066
0,300513,3.4067326951
0,300515,-0.0347272571184
0,300516,-0.0378216082334
0,300517,1.77931834963
0,300518,-0.19452425017
0,300519,-0.0937215494413
0,300520,751844.414591
0,300521,-1142.36464025
0,300522,27366118.927
0,300523,173.745277608
0,300525,415607.811188
0,300527,506.022600337
0,300528,302975681.017
0,300529,-53.2178030955
0,300530,13961060822.6
0,300531,-100423619.372
0,300533,-67727.9019232
