,code,grade
0,600891,-0.044656427589
0,600892,-0.0509230312631
0,600893,-0.0527244340815
0,600894,-0.05275898573
0,600895,-0.0524614727884
0,600897,-0.052602591493
0,600900,-0.0530868550355
0,600917,-0.0230049049157
0,600919,-0.0361331678161
0,600936,-14.4992934548
0,600958,-0.0538059432365
0,600959,-0.0532252477249
0,600960,-0.0503347768246
0,600961,-0.052877188968
0,600962,-0.030382382483
0,600963,-0.0487009792888
0,600965,-0.0458879690446
0,600966,-0.0495554746788
0,600967,-0.0507355963011
0,600969,-0.0489723259453
0,600970,-0.0522489999923
0,600971,-0.0502789807547
0,600973,-0.050668844479
0,600975,-0.0469594170533
0,600976,-0.0447488239475
0,600977,-0.00662823538589
0,600978,-0.0491204071178
0,600979,-0.0398916932141
0,600980,-0.0487277837494
0,600981,-0.0438736121692
0,600982,-0.0476431989945
0,600983,-0.0531605225365
0,600984,-0.0523711661353
0,600985,-0.0477913423689
0,600987,-0.0484734510943
0,600988,-0.0473068036063
0,600990,-0.0532750532866
0,600992,-0.0485259656858
0,600993,-0.0508049566948
0,600995,-0.0469516192078
0,600997,-0.0502478351358
0,600998,-0.0503532979692
0,600999,-0.0520928430893
0,601000,-0.0532870999741
0,601001,-0.050969698822
0,601002,-0.0599815867107
0,601003,-0.054019926253
0,601006,-0.052957200505
0,601007,-0.0479167200998
0,601008,-0.0536081319641
