,code,grade
0,601009,-0.0531351013689
0,601012,-0.0517603671807
0,601015,-0.0501242815438
0,601016,-0.0533380920236
0,601018,-0.0532064077201
0,601020,74.5565099917
0,601021,-0.052415166471
0,601028,-0.0440225489786
0,601038,-0.0498204527674
0,601058,-0.0431707847838
0,601069,-0.0352762298805
0,601088,-0.0529839182716
0,601098,-0.0531989609994
0,601099,-0.0400372468831
0,601100,-0.0499359742043
0,601107,-0.0529094799876
0,601111,-0.0534250000026
0,601113,-0.052178088305
0,601116,-0.053489268932
0,601117,-0.053162286368
0,601118,-0.0534027008091
0,601126,-0.0525260132305
0,601127,-0.0439254870986
0,601137,-0.053964235058
0,601139,-0.0520753301554
0,601155,-0.0494210236052
0,601158,-0.0528744397611
0,601166,-0.0529483067636
0,601168,-0.0528734549846
0,601169,-0.0526981310484
0,601177,-0.0512791274829
0,601179,-0.0529432441855
0,601188,-0.0529698794279
0,601198,-0.051312082875
0,601199,-0.035537085575
0,601208,-0.0523702169609
0,601211,-0.0528276189725
0,601216,-0.044302008739
0,601218,-0.0398188712386
0,601222,-0.0481265886126
0,601225,-0.0527385120555
0,601226,-0.0490867423337
0,601231,-0.0537119293896
0,601233,-0.0530249510223
0,601238,-0.0523029347118
0,601258,-0.0528849270236
0,601288,-0.0532946299457
0,601311,-0.0498277449994
0,601313,-0.0501467724872
0,601318,-0.0528733218861
