,code,grade
0,600395,-0.0495760787812
0,600396,-0.0516348660417
0,600398,-0.0533709004941
0,600399,-0.0504734520247
0,600401,-0.0519057408371
0,600403,-0.0522663499419
0,600405,-0.0490048865193
0,600406,-0.0513981064538
0,600409,-0.0527047735079
0,600410,-0.047165029401
0,600415,-0.0517200463848
0,600416,-0.0505939872471
0,600419,-0.046683850715
0,600421,-0.0479722913109
0,600422,-0.0484800053502
0,600423,-0.0368604813969
0,600425,-0.0439068688741
0,600426,-0.0514478420088
0,600428,-0.0530884512459
0,600429,-0.0521929370889
0,600432,-0.0527931601425
0,600433,-0.0514851385444
0,600435,-0.0513870980586
0,600436,-0.0528985068761
0,600438,-0.0528086968592
0,600439,-0.0415864318217
0,600446,-0.0489171360452
0,600448,-0.0464427847369
0,600449,-0.0483001214247
0,600452,-0.0527920646592
0,600456,-0.0520231362967
0,600458,-0.0519482470112
0,600459,-0.0439304861438
0,600460,-0.0512838595929
0,600461,-0.0470320367379
0,600462,-0.0433752818201
0,600463,-0.0503230236273
0,600466,-0.0510325520603
0,600467,-0.0506648346176
0,600468,-0.0492029572001
0,600469,-0.0535217478773
0,600470,-0.0446119606783
0,600475,-0.278235096619
0,600476,-0.0513653130552
0,600477,-0.0270308794206
0,600478,-0.0524590845778
0,600479,-0.0498064085265
0,600481,-0.0511081554593
0,600482,-0.0476528400556
0,600483,-0.0461766567159
