,code,grade
0,1,-0.0531771084991
0,2,-0.0480924918666
0,5,-0.0472629987224
0,6,-0.0501221248443
0,7,-0.0353942887135
0,8,-0.0528606019721
0,10,-0.0347725514725
0,11,-0.0535837114545
0,12,-0.0502098446734
0,14,-0.0471275443166
0,16,-0.0516659380728
0,17,-0.0498604389331
0,18,-0.0463660718507
0,19,0.00960612857296
0,20,-0.0420746481608
0,21,-0.0512590510182
0,22,-0.0521564957576
0,23,-0.0415717754757
0,25,-0.0398145910984
0,26,-0.0415262369709
0,27,-0.0533094446053
0,30,-0.0509406967732
0,31,-0.0516047360507
0,32,-0.050618854707
0,34,-0.0514282295374
0,36,-0.0460826042094
0,38,-0.0361737833517
0,39,-0.0508154481292
0,40,-0.0520101483234
0,42,-0.0557059049545
0,48,-0.0540211092229
0,49,-0.0466141805017
0,55,-0.0478005769235
0,56,-0.0528533002834
0,58,-0.048063995972
0,60,-0.0482709732528
0,61,-0.0524797144018
0,62,-0.0530723543314
0,63,-0.0515840540504
0,66,-0.052079358205
0,68,-0.0442281336914
0,69,-0.0534237320193
0,70,-0.0493958851498
0,78,-0.0474409162654
0,88,-0.0535882081273
0,89,-0.0538030476623
0,90,-0.0515841070631
0,96,-0.040839204665
0,99,-0.0482642492535
0,150,-0.0469706112228
