,code,grade
0,2272,-0.0460630644363
0,2273,-0.0395802514236
0,2274,-0.0435561252083
0,2275,-0.0530642179963
0,2276,-0.0515913310339
0,2277,-0.0522461077012
0,2279,-0.0344376365012
0,2281,-0.0451445175144
0,2282,-0.0280939435673
0,2284,-0.0485583561847
0,2285,-0.0526890726718
0,2286,-0.0400612698596
0,2287,-0.0566524389247
0,2288,-0.0435839511068
0,2290,-0.0496595985153
0,2291,-0.0355626228376
0,2292,-0.049648947973
0,2293,-0.0538664771898
0,2295,-0.0426243628412
0,2296,-0.0485241833642
0,2298,-0.0438549481232
0,2299,-0.0521481535657
0,2300,-0.0481604107906
0,2301,-0.0539546666527
0,2302,-0.0526326375685
0,2303,-0.0533774682103
0,2304,-0.0541978772978
0,2305,-0.0541266763397
0,2306,-0.0375120896977
0,2307,-0.040159550934
0,2308,-0.0524345334482
0,2309,-0.0500233709969
0,2310,-0.0374104210632
0,2311,-0.0536141226839
0,2312,-0.0372604085912
0,2313,-0.0435550424845
0,2314,-0.0523767248189
0,2315,-0.0461064906241
0,2317,-0.0480298125681
0,2318,-0.0488552254993
0,2322,0.172832346325
0,2323,-0.0487839202035
0,2324,-0.0502186137007
0,2325,-0.0487819236825
0,2327,-0.05025321403
0,2328,-0.0332950776873
0,2329,238.296051222
0,2330,-0.0353987858327
0,2331,-0.0374132457907
0,2332,-0.05242220727
