,code,grade
0,2097,-0.0464440116612
0,2098,-0.0578442277663
0,2099,-0.0481242402655
0,2100,-0.050912308229
0,2102,-0.0288256138876
0,2103,-0.0502656710216
0,2104,-0.0490301937997
0,2105,-0.0486030764658
0,2106,-0.0221017303734
0,2107,-0.0526515429557
0,2108,-0.0466421098807
0,2109,-0.0513834990984
0,2110,-0.0396513414147
0,2112,-0.0571259922012
0,2114,-9.89350680386
0,2115,-0.0438424309607
0,2116,-0.0502228924492
0,2117,-0.0520849284637
0,2118,-0.0501766943686
0,2120,-0.0434767545283
0,2121,-0.0493417580583
0,2122,-0.0502810759802
0,2123,-0.0497470181445
0,2124,-0.0415993897518
0,2125,-0.146319930659
0,2126,-0.047188356382
0,2128,-0.0526915856665
0,2130,-0.0503915388811
0,2131,-0.0512465178714
0,2132,-0.0500331896997
0,2134,-0.0464024997447
0,2135,-0.0514351767652
0,2136,-0.043061427669
0,2137,-0.0408644557257
0,2138,-0.0478555837992
0,2139,-0.0474689838688
0,2140,-0.0527983832514
0,2141,-0.0408259071536
0,2142,-0.0523953037711
0,2143,-0.0523395841295
0,2145,-0.0395384053618
0,2146,-0.0533101842507
0,2147,-0.050472780768
0,2148,-0.0400017787556
0,2149,-0.0491934826798
0,2150,-0.04973311534
0,2151,-0.0507389181281
0,2152,-0.053061564359
0,2153,-0.0518372214769
0,2154,-0.0517366305377
