,code,grade
0,2639,-0.0501322248525
0,2640,-0.0488847170993
0,2641,-0.0502355624869
0,2642,-0.0470064295682
0,2643,-0.0516685731732
0,2644,-0.0510638138142
0,2645,-0.0426217922976
0,2646,-0.0527796547681
0,2647,-0.0349350744769
0,2648,-0.0515921004045
0,2649,-0.0494504417307
0,2650,-0.0535638918762
0,2651,-0.0497421563913
0,2652,-0.0479929093804
0,2653,-0.0583611190252
0,2655,-0.0433137157211
0,2658,-0.0456149506905
0,2659,-0.0524447912891
0,2661,-0.050935146499
0,2664,-0.0482719703412
0,2666,-0.0222608124292
0,2667,-0.0344265472387
0,2668,-0.0515954111361
0,2669,-0.047496795391
0,2670,-0.0512784484375
0,2671,-0.0267193017443
0,2672,-0.048933766725
0,2673,-0.0508112084627
0,2674,-0.0491222476635
0,2675,-0.0440568446864
0,2677,-0.0393922549958
0,2679,-0.0485427756481
0,2680,-0.0463523782631
0,2681,-0.0522378691485
0,2682,-0.0496928520763
0,2683,-0.046616074213
0,2686,-0.0499830885773
0,2687,-0.0522206436509
0,2689,-0.0524939179992
0,2690,-0.0532765664495
0,2691,-0.0534699584496
0,2692,-0.0468008091691
0,2693,-0.0514386685454
0,2694,-0.0495726499667
0,2695,3.09166117206
0,2697,-0.0471948147168
0,2698,-0.0532266148934
0,2699,-0.0518909168923
0,2700,-0.0462143091608
0,2701,-0.0478732374532
