,code,grade
0,600329,-0.052735900407
0,600331,-0.0489773508911
0,600332,-0.0534250813825
0,600333,-0.0524215026625
0,600335,-0.050629578803
0,600336,-0.0393565782139
0,600338,-0.039348915416
0,600340,-0.0521962357517
0,600343,-0.040106432267
0,600345,-0.0414452377442
0,600348,-0.0522816684225
0,600351,-0.0529630695375
0,600352,-0.0522646231473
0,600353,-0.021174523863
0,600354,-0.0418593337045
0,600355,-0.0298674507446
0,600356,-0.0513279707327
0,600358,-0.0456309288781
0,600359,-0.0504523538556
0,600360,-0.0495447392177
0,600361,-0.0505452991197
0,600362,-0.052796507382
0,600363,-0.0506769129072
0,600365,-0.0392495045468
0,600366,-0.0479851290972
0,600367,-0.0427770052808
0,600368,-0.0500644376018
0,600369,-0.0539674382882
0,600370,-0.0512300575772
0,600371,-0.0509421791942
0,600372,-0.0536258731489
0,600373,-0.053246530585
0,600375,-0.0464622282988
0,600376,-0.0523615826691
0,600377,-0.0531982937324
0,600378,-0.0529232255423
0,600379,-0.0505173027191
0,600380,-0.0399282099896
0,600381,-0.0469226591013
0,600382,-0.047412926584
0,600383,-0.0516922743843
0,600385,-0.0408228328055
0,600386,-0.0524304306994
0,600387,-0.052049609781
0,600388,-0.0500392170107
0,600389,-0.0304533140597
0,600390,-0.0515161594669
0,600391,-0.0496130795927
0,600392,-0.0401623467006
0,600393,-0.0515402798912
