,code,grade
0,600822,-0.0520324653249
0,600824,-0.0521102776375
0,600825,-0.0514476648801
0,600826,-0.0529429310454
0,600827,-0.0528892240116
0,600828,-0.0528959891512
0,600829,-0.0516373959004
0,600830,-0.0249793933185
0,600831,-0.0520342715536
0,600833,-0.0499924032351
0,600834,-0.0511380272591
0,600835,-0.0531531851214
0,600836,-0.0509074360665
0,600837,-0.0526584554891
0,600838,0.160138824268
0,600839,-0.0521146161385
0,600841,-0.0532883664124
0,600843,-0.0526518781893
0,600845,-0.0517317819778
0,600846,-0.0458065831684
0,600850,-0.0539503261534
0,600851,-0.0520863276328
0,600853,3.68622597632
0,600854,-0.0514949780001
0,600855,-0.0501701034921
0,600857,-0.0508251656375
0,600858,-0.0550791785256
0,600859,-0.0526644977303
0,600860,-0.0501245055013
0,600861,-0.049797730985
0,600862,-0.0531895553315
0,600863,-0.0534648177033
0,600864,-0.0536058345797
0,600865,-0.0509733432906
0,600867,-0.0529769820241
0,600868,-0.0482876984039
0,600869,-0.0525579331662
0,600870,-0.0506066821939
0,600872,-0.0515229847823
0,600873,-0.0516727982534
0,600875,-0.0533812954669
0,600877,-0.045772301615
0,600880,-0.0482336199231
0,600882,-0.0525585857422
0,600883,-0.0510617172544
0,600884,-0.0465478325614
0,600886,-0.0525193694481
0,600887,-0.0527451565121
0,600888,-0.0472105201701
0,600889,-0.0483356028996
