,code,grade
0,2333,-0.0503419382364
0,2334,-0.0525809161239
0,2335,-0.0508166878584
0,2336,-0.0535861276328
0,2337,-0.0490676241419
0,2338,-0.0524890365174
0,2339,-0.0463921769831
0,2341,-0.044688835948
0,2342,-0.0520456955747
0,2343,-0.0493793995485
0,2344,-0.0468720558803
0,2345,-0.0521794517802
0,2346,0.0058765585001
0,2347,-0.042135227365
0,2348,-0.0462061286455
0,2349,-0.0514274263604
0,2350,-0.0437241616921
0,2351,-0.0369271567921
0,2352,-0.0436914596722
0,2354,-0.0491238728776
0,2356,-0.051363322366
0,2357,-0.0507093382646
0,2358,-0.0422443796781
0,2360,-0.0485383366055
0,2361,-0.0480323394728
0,2362,-0.045525260677
0,2363,-0.0496753857152
0,2364,-0.0536917746063
0,2365,-0.0337684680434
0,2366,-0.0528252781195
0,2367,-0.0517161214101
0,2368,-0.0510947188081
0,2369,-0.0433292733279
0,2370,-0.0511402267146
0,2371,-0.0296268715953
0,2372,-0.0522384736345
0,2373,-0.0478675735168
0,2374,-0.00475359083295
0,2376,-0.041957619755
0,2378,-0.0512473676656
0,2379,-0.0428336874317
0,2380,-0.0500825148633
0,2381,-0.0394274579664
0,2382,-0.0526208941611
0,2383,-0.0403900116848
0,2384,-0.0486105249934
0,2385,-0.0528662049562
0,2386,-0.0495136302445
0,2388,-0.0473545329383
0,2390,-0.0513529379677
