date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,25.15,25.53,24,23.45,187965.91,-1.98,-7.62,25.42,24.211,23.417,207699.44,153152,100646.14,5.88
2016-09-13,26.29,26.62,25.98,25.68,182937.19,-0.61,-2.29,25.498,24.022,23.416,225071.49,137341.4,97893.68,5.73
2016-09-12,25.56,27.5,26.59,25,340040.97,0.12,0.45,25.178,23.618,23.302,210142.46,122538.17,96611.96,10.64
2016-09-09,24.44,26.47,26.47,24.1,199974.73,2.41,10.02,24.292,23.151,23.12,150020.77,92855.15,84644.23,6.26
2016-09-08,23.99,24.47,24.06,23.65,127578.39,-0.33,-1.35,23.404,22.765,22.925,116726,76409.08,78282.97,3.99
2016-09-07,25.6,25.66,24.39,24.31,274826.19,0.01,0.04,23.002,22.606,22.835,98604.56,68930.69,76290.8,8.6
2016-09-06,22.17,24.38,24.38,22.16,108292.04,2.22,10.02,22.546,22.441,22.778,49611.31,46017.32,68007.23,3.39
2016-09-05,22.03,22.46,22.16,22.01,39432.48,0.13,0.59,22.058,22.253,22.715,34933.87,41086.05,66651.88,1.23
2016-09-02,22.05,22.28,22.03,21.78,33500.92,-0.02,-0.09,22.01,22.327,22.753,35689.53,42676.07,68109.49,1.05
2016-09-01,22,22.37,22.05,21.91,36971.17,-0.06,-0.27,22.126,22.469,22.809,36092.15,43403.04,72487.59,1.16
2016-08-31,21.93,22.4,22.11,21.93,29859.93,0.17,0.78,22.21,22.623,22.877,39256.82,48140.29,78579.83,0.93
