date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,15.47,15.47,15.25,15.16,32002.05,-0.22,-1.42,15.5,15.246,15.117,60783.4,43192.44,39126.9,2.51
2016-09-13,15.36,15.62,15.47,15.33,29519.82,0.14,0.91,15.462,15.235,15.101,60993.8,42531,39242.82,2.31
2016-09-12,15.3,15.53,15.33,15.05,49285.58,-0.3,-1.92,15.37,15.201,15.074,60433.81,42458.64,39881.58,3.86
2016-09-09,15.82,15.88,15.63,15.56,84508.45,-0.19,-1.2,15.282,15.182,15.05,54422.3,40972.7,39843.63,6.62
2016-09-08,15.06,16.18,15.82,14.98,108601.1,0.76,5.05,15.146,15.119,14.992,42468.62,36703.59,36447.56,8.5
2016-09-07,15,15.12,15.06,14.95,33054.04,0.05,0.33,14.992,15.015,14.917,25601.48,29125.64,32349.15,2.59
2016-09-06,14.84,15.09,15.01,14.75,26719.9,0.12,0.81,15.008,15.016,14.896,24068.2,29788.16,31861.41,2.09
2016-09-05,14.95,15.1,14.89,14.87,19228,-0.06,-0.4,15.032,15.007,14.884,24483.46,30013.15,32086.51,1.51
2016-09-02,15.05,15.08,14.95,14.86,24740.05,-0.1,-0.66,15.082,14.995,14.87,27523.1,32918.38,32395.29,1.94
2016-09-01,15.11,15.27,15.05,15.05,24265.41,-0.09,-0.59,15.092,15.001,14.84,30938.56,33644.12,32119.49,1.9
2016-08-31,15.09,15.19,15.14,15.02,25387.62,0.01,0.07,15.038,14.988,14.811,32649.8,35061.36,32037.55,1.99
