date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,21.89,22.43,22.22,21.5,13335.65,0.32,1.46,22.368,22.495,22.336,17233.53,15319.06,16953.14,0.91
2016-09-13,22.28,22.47,21.9,21.2,17321.46,-0.19,-0.86,22.432,22.519,22.305,17791.78,15101.93,16844.78,1.18
2016-09-12,22.3,22.9,22.09,22.09,19315.92,-0.89,-3.87,22.63,22.59,22.291,16962.82,14507.07,16768.31,1.32
2016-09-09,22.5,23.19,22.98,22.45,21979.24,0.33,1.46,22.726,22.646,22.267,16276.07,14748.07,16828.7,1.5
2016-09-08,22.54,22.81,22.65,22.31,14215.39,0.11,0.49,22.644,22.679,22.182,13746.15,16003.61,16241.82,0.97
2016-09-07,22.89,23.15,22.54,22.51,16126.91,-0.35,-1.53,22.622,22.659,22.09,13404.58,18412.67,15962.74,1.1
2016-09-06,22.58,22.95,22.89,22.32,13176.63,0.32,1.42,22.606,22.596,22.015,12412.08,18694.13,15877.49,0.9
2016-09-05,22.5,22.69,22.57,22.22,15882.19,0,0,22.55,22.463,21.946,12051.31,18288.6,16577.72,1.08
2016-09-02,22.48,22.7,22.57,22.3,9329.62,0.03,0.13,22.566,22.368,21.846,13220.07,18669.46,16604.28,0.64
2016-09-01,22.52,22.79,22.54,22.34,12507.54,0.08,0.36,22.714,22.269,21.738,18261.07,18585.04,16772.32,0.85
2016-08-31,22.5,22.8,22.46,22.37,11164.44,-0.15,-0.66,22.696,22.176,21.617,23420.77,18587.22,16675.38,0.76
