date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,106.6,107.96,107,106.6,6854,-0.11,-0.1,109.344,111.912,115.237,12210.03,17093.41,23014.93,3.43
2016-09-13,108.81,109.38,107.11,106.53,9344.63,-0.55,-0.51,110.976,112.878,116.239,15725.58,19398.26,25243.55,4.67
2016-09-12,108,110.98,107.66,106.51,14045.75,-4.39,-3.92,112.966,113.552,117.13,19390.61,19968.99,27641.84,7.02
2016-09-09,112.29,113.99,112.05,111.68,12710.37,-0.85,-0.75,113.884,114.016,117.837,19205.57,19835.28,29292.97,6.36
2016-09-08,115.1,115.6,112.9,112,18095.39,-2.26,-1.96,114.358,114.177,118.16,20726.14,21123.96,30513.21,9.05
2016-09-07,117.5,118.41,115.16,114.7,24431.77,-1.9,-1.62,114.48,114.585,118.335,21976.8,22674.39,32185,12.22
2016-09-06,112.25,117.95,117.06,111.31,27669.76,4.81,4.29,114.78,115.049,118.754,23070.94,22179.02,33978.32,13.83
2016-09-05,115,115.39,112.25,112.02,13120.56,-2.17,-1.9,114.138,115.578,119.051,20547.37,21840.21,35167.42,6.56
2016-09-02,112.02,115.3,114.42,111.66,20313.2,0.91,0.8,114.148,116.403,119.356,20464.99,23079.12,36864.2,10.16
2016-09-01,115.75,117.7,113.51,113.51,24348.69,-3.15,-2.7,113.996,117.262,119.789,21521.79,25314.87,38516.82,12.17
2016-08-31,113.36,117.95,116.66,111.2,29902.51,2.81,2.47,114.69,118.561,120.298,23371.98,28936.44,40699.34,14.95
