date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,19.59,19.78,19.6,19.38,21661.72,-0.19,-0.96,19.706,19.751,19.656,25186.84,27645.98,24831.1,2.7
2016-09-13,19.11,19.85,19.76,19.08,27911.78,0.7,3.67,19.818,19.744,19.671,30469.65,27041.27,25058.54,3.48
2016-09-12,19.3,19.5,19.07,19.03,22142.77,-0.74,-3.73,19.826,19.731,19.682,30078.22,26058.4,24669.54,2.76
2016-09-09,20.28,20.35,19.82,19.8,25571.93,-0.45,-2.22,19.946,19.789,19.718,30508.31,25601.96,24917.59,3.19
2016-09-08,20.2,20.35,20.28,19.9,28646.02,0.11,0.55,19.932,19.764,19.687,29977.38,25249.27,24518.61,3.57
2016-09-07,19.75,20.46,20.16,19.71,48075.74,0.36,1.82,19.796,19.671,19.617,30105.12,24232.11,25347.17,6
2016-09-06,19.63,19.83,19.8,19.26,25954.65,0.16,0.81,19.67,19.62,19.596,23612.89,21712.95,23731.71,3.24
2016-09-05,19.6,19.76,19.67,19.44,24293.19,0.04,0.2,19.636,19.587,19.605,22038.58,20467.28,23373.81,3.03
2016-09-02,19.72,19.85,19.75,19.43,22917.32,0.07,0.36,19.632,19.573,19.594,20695.62,21022.67,22967.96,2.86
2016-09-01,19.55,19.9,19.6,19.51,29284.7,0.06,0.31,19.596,19.543,19.572,20521.15,22307.21,22474.02,3.65
2016-08-31,19.63,19.67,19.53,19.42,15614.59,-0.09,-0.46,19.546,19.56,19.567,18359.09,22016.22,21811.27,1.95
