date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,16.34,16.41,16.25,16.2,64194.06,-0.17,-1.03,16.722,17.014,17.397,91391.12,103658.71,97750.54,1.39
2016-09-13,16.81,16.85,16.42,16.26,108796.87,-0.24,-1.44,16.916,17.154,17.485,96697.79,103121.45,100581.78,2.36
2016-09-12,16.8,16.99,16.66,16.66,106110.04,-0.48,-2.8,17.108,17.281,17.557,104265.91,98639.5,101088.42,2.3
2016-09-09,17.1,17.33,17.14,17,88730.37,0,0,17.184,17.387,17.616,107920.63,97062.81,103818.15,1.92
2016-09-08,17.2,17.26,17.14,17,89124.28,-0.08,-0.47,17.21,17.471,17.635,116025.33,103008.43,104826.69,1.93
2016-09-07,17.39,17.46,17.22,17.21,90727.4,-0.16,-0.92,17.306,17.536,17.648,115926.29,103280.44,107203.82,1.97
2016-09-06,17.1,17.47,17.38,16.83,146637.48,0.34,2,17.392,17.592,17.659,109545.11,101424.26,107407.77,3.18
2016-09-05,17.31,17.4,17.04,16.95,124383.6,-0.23,-1.33,17.454,17.614,17.675,93013.08,93176.88,105462.23,2.7
2016-09-02,17.65,17.7,17.27,17.17,129253.89,-0.35,-1.99,17.59,17.667,17.692,86204.98,93651.17,104235.36,2.8
2016-09-01,17.85,17.9,17.62,17.61,88629.07,-0.03,-0.17,17.732,17.748,17.692,89991.52,91623.84,106017.71,1.92
2016-08-31,17.8,17.8,17.65,17.51,58821.5,-0.04,-0.23,17.766,17.78,17.704,90634.59,91842.38,106492.26,1.28
