date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,5.44,5.63,5.51,5.4,93727.73,0.06,1.1,5.614,5.749,5.84,104645.57,93294.56,133859.46,0.85
2016-09-13,5.54,5.6,5.45,5.38,125948.93,-0.08,-1.45,5.69,5.794,5.853,106335.58,92905.13,136358.81,1.14
2016-09-12,5.68,5.69,5.53,5.51,131907.14,-0.23,-3.99,5.78,5.84,5.868,102576.74,90267.19,141481.23,1.2
2016-09-09,5.82,5.85,5.76,5.76,67265.6,-0.06,-1.03,5.842,5.883,5.867,91442.92,95009.69,140416.71,0.61
2016-09-08,5.86,5.89,5.82,5.78,104378.43,-0.07,-1.19,5.866,5.919,5.849,90236.27,99411.88,139929.41,0.95
2016-09-07,5.9,5.93,5.89,5.79,102177.81,-0.01,-0.17,5.884,5.948,5.83,81943.55,111828.74,137163.22,0.93
2016-09-06,5.86,5.93,5.9,5.76,107154.73,0.05,0.85,5.898,5.963,5.812,79474.68,129823.54,135872.28,0.97
2016-09-05,5.92,5.93,5.84,5.82,76238.05,-0.05,-0.85,5.9,5.968,5.792,77957.65,149551.95,133774.34,0.69
2016-09-02,5.89,5.98,5.88,5.86,61232.35,-0.03,-0.51,5.924,5.965,5.77,98576.45,161271.43,132727.64,0.56
2016-09-01,5.91,6.02,5.91,5.9,62914.83,-0.05,-0.84,5.972,5.949,5.745,108587.48,164564.05,131633.62,0.57
2016-08-31,5.95,5.99,5.96,5.88,89833.45,0.05,0.85,6.012,5.931,5.719,141713.93,174424.37,131697.63,0.81
