date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,56.8,57.84,57.57,56.8,8486,-0.08,-0.14,59.478,60.989,62.426,13368.88,13664.51,15784.14,1.52
2016-09-13,58.17,58.2,57.65,57.03,14204.62,0.08,0.14,60.45,61.676,62.791,14126.29,14455.31,16911.34,2.54
2016-09-12,60.01,60.88,57.57,57.1,26226.82,-4.43,-7.14,61.474,62.279,63.209,13923.87,14430.12,18307.5,4.68
2016-09-09,62.99,63.04,62,62,9839.62,-0.6,-0.96,62.352,62.942,63.622,10996.02,13870.39,19213.32,1.76
2016-09-08,62.43,62.93,62.6,62.08,8087.32,0.17,0.27,62.368,63.117,63.712,12061.71,14963,20056.27,1.44
2016-09-07,62.78,63.23,62.43,62.33,12273.07,-0.34,-0.54,62.5,63.119,63.735,13960.14,16101.91,21368.38,2.19
2016-09-06,62.15,62.87,62.77,61.42,13192.52,0.81,1.31,62.902,63.248,63.871,14784.33,16387.89,22620.17,2.36
2016-09-05,62.1,62.7,61.96,61.82,11587.56,-0.12,-0.19,63.084,63.389,64.012,14936.37,16741.25,23649.71,2.07
2016-09-02,63.18,63.29,62.08,62.06,15168.1,-1.18,-1.86,63.532,63.568,64.212,16744.76,17237.41,24640.52,2.71
2016-09-01,64.08,64.67,63.26,63.21,17579.46,-1.18,-1.83,63.866,63.728,64.386,17864.28,17775.73,25738.32,3.14
2016-08-31,64,64.68,64.44,63.05,16394,0.76,1.19,63.738,63.863,64.603,18243.68,17903.77,27010.61,2.93
