date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,11.47,11.7,11.61,11.28,38299.05,0.1,0.87,11.502,11.43,11.44,39522.22,48193.09,41867.43,0.65
2016-09-13,11.23,11.57,11.51,11.2,34983.62,0.3,2.68,11.462,11.415,11.436,43057.92,47790.37,41334.65,0.59
2016-09-12,11.3,11.3,11.21,11.02,37317.47,-0.29,-2.52,11.424,11.414,11.437,45092.49,48434.04,41947.28,0.63
2016-09-09,11.72,11.72,11.5,11.44,43453.56,-0.18,-1.54,11.44,11.469,11.441,49050.65,49543.12,42090.91,0.73
2016-09-08,11.36,11.73,11.68,11.36,43557.38,0.27,2.37,11.424,11.467,11.418,58097.31,49295.65,41170.91,0.73
2016-09-07,11.3,11.62,11.41,11.25,55977.58,0.09,0.8,11.358,11.434,11.387,56863.96,47682.44,41065.66,0.94
2016-09-06,11.3,11.39,11.32,10.95,45156.44,0.03,0.27,11.368,11.433,11.361,52522.82,44576.26,39044.4,0.76
2016-09-05,11.54,11.58,11.29,11.22,57108.27,-0.13,-1.14,11.404,11.438,11.342,51775.6,43487.31,37720.36,0.96
2016-09-02,11.6,11.85,11.42,11.32,88686.9,0.07,0.62,11.498,11.462,11.323,50035.59,41993.45,35749.27,1.5
2016-09-01,11.45,11.55,11.35,11.34,37390.63,-0.11,-0.96,11.51,11.455,11.294,40493.99,35484.88,32422.21,0.63
2016-08-31,11.5,11.58,11.46,11.34,34271.84,-0.04,-0.35,11.51,11.45,11.271,38500.92,35541.76,31358.29,0.58
