date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,8.78,8.89,8.75,8.71,44546.52,-0.1,-1.13,8.9,8.938,8.898,44821.64,48203.63,42083.78,1.27
2016-09-13,8.75,8.86,8.85,8.71,33489.55,0.14,1.61,8.958,8.958,8.902,48204.14,47573.4,41515.35,0.95
2016-09-12,9,9,8.7,8.7,58804.99,-0.4,-4.4,9,8.966,8.898,54563.97,47110.29,41735.79,1.68
2016-09-09,9.1,9.16,9.1,9.06,48815.44,0.01,0.11,9.052,8.99,8.9,52299.58,44752.21,40956.14,1.39
2016-09-08,9.01,9.1,9.1,9.01,38451.71,0.06,0.66,9.022,8.963,8.874,50386.02,43293.56,39781.65,1.1
2016-09-07,9.06,9.13,9.04,8.98,61459.02,-0.02,-0.22,8.976,8.931,8.845,51585.62,42893.99,38925.96,1.75
2016-09-06,8.92,9.07,9.06,8.88,65288.7,0.1,1.12,8.958,8.911,8.823,46942.66,39751.99,37351.71,1.86
2016-09-05,9,9,8.96,8.89,47483.03,0,0,8.932,8.893,8.805,39656.6,38127.32,35416.03,1.35
2016-09-02,8.92,8.99,8.95,8.81,39247.64,0.08,0.9,8.928,8.88,8.789,37204.85,37806.55,35123.94,1.12
2016-09-01,8.95,9.03,8.87,8.81,44449.72,-0.08,-0.89,8.904,8.865,8.772,36201.11,36676.6,35146.45,1.27
2016-08-31,8.9,8.98,8.95,8.87,38244.19,0.03,0.34,8.886,8.858,8.763,34202.35,35963.94,34655.97,1.09
