date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,5.15,5.2,5.16,5.12,118874.29,-0.04,-0.77,5.266,5.27,5.336,126127.57,177521.47,283609.31,0.67
2016-09-13,5.2,5.24,5.2,5.14,89788.24,0.02,0.39,5.322,5.28,5.337,162403.3,185401.03,293690.14,0.51
2016-09-12,5.28,5.28,5.18,5.1,148215.52,-0.21,-3.9,5.368,5.285,5.339,219717.19,197016.61,319798.05,0.84
2016-09-09,5.4,5.45,5.39,5.38,136256.48,-0.01,-0.18,5.376,5.297,5.338,221679.15,199036.1,346058.69,0.77
2016-09-08,5.38,5.49,5.4,5.37,137503.31,-0.04,-0.73,5.322,5.283,5.309,223856.3,213025.33,344952.76,0.78
2016-09-07,5.36,5.53,5.44,5.32,300252.97,0.01,0.18,5.274,5.278,5.277,228915.37,242088.48,342448.93,1.7
2016-09-06,5.21,5.55,5.43,5.15,376357.69,0.21,4.02,5.238,5.277,5.245,208398.75,245880.49,331331.02,2.14
2016-09-05,5.14,5.24,5.22,5.14,158025.3,0.1,1.95,5.202,5.275,5.215,174316.03,238480.34,316950.56,0.9
2016-09-02,5.16,5.19,5.12,5.08,147142.22,-0.04,-0.78,5.218,5.299,5.195,176393.05,292636.87,313636.82,0.84
2016-09-01,5.28,5.28,5.16,5.16,162798.66,-0.1,-1.9,5.244,5.349,5.179,202194.37,355528.94,311895.79,0.92
2016-08-31,5.25,5.34,5.26,5.21,197669.86,0.01,0.19,5.282,5.402,5.162,255261.6,389697.15,308891.19,1.12
