date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,22.69,23.05,22.67,22.62,71942.6,-0.2,-0.88,23.218,23.849,24.605,103962.4,145696.43,178327.98,0.49
2016-09-13,23.17,23.35,22.86,22.69,91584.55,-0.18,-0.78,23.552,24.201,24.756,116870.55,171293.68,189932.94,0.63
2016-09-12,22.8,23.28,23.03,22.65,103274.06,-0.36,-1.54,23.86,24.437,24.892,127232.5,173772.6,212864.82,0.71
2016-09-09,23.96,23.96,23.38,23.25,158494.38,-0.72,-2.99,24.102,24.664,25.024,129742.37,178093.99,233426.28,1.09
2016-09-08,24.31,24.49,24.15,24.01,94516.41,-0.21,-0.86,24.254,24.876,25.02,162034.51,185717.69,235200.34,0.65
2016-09-07,24.35,24.7,24.34,24.16,136483.36,-0.05,-0.2,24.48,25.018,24.959,187430.46,200939.55,241355.05,0.93
2016-09-06,24.12,24.65,24.4,23.73,143394.3,0.17,0.7,24.85,25.07,24.936,225716.81,201438.57,245989.38,0.98
2016-09-05,24.2,24.58,24.24,24.01,115823.4,0.06,0.25,25.014,25.104,24.921,220312.7,206584.94,251854.59,0.79
2016-09-02,25.06,25.28,24.14,23.59,319955.09,-1.14,-4.51,25.226,25.201,24.938,226445.61,212534.47,265297.09,2.19
2016-09-01,26.05,26.16,25.28,25.01,221496.16,-0.92,-3.51,25.498,25.352,24.932,209400.86,204006.64,269308.13,1.52
2016-08-31,25.02,26.23,26.19,24.8,327915.09,0.98,3.89,25.556,25.361,24.892,214448.63,210959.52,282525.82,2.25
