date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,43.29,44.9,41.95,41.67,191442.61,0.72,1.75,40.61,40.767,40.051,103104.15,98701.77,76693.44,9.33
2016-09-13,39.8,41.9,41.23,39.4,138231.17,2.98,7.79,40.5,40.482,39.863,84355.01,83412.93,68582.82,6.73
2016-09-12,39.49,39.98,38.25,38.17,69532.23,-2.27,-5.6,40.684,40.311,39.707,78449.57,73548.55,63612.74,3.39
2016-09-09,40.75,41.49,40.52,40.47,55097.18,-0.58,-1.41,41.554,40.481,39.691,102737.58,72890.36,62413.62,2.68
2016-09-08,41.44,42.08,41.1,40.7,61217.56,-0.3,-0.72,41.344,40.46,39.521,99916.08,75826.43,60541.54,2.98
2016-09-07,42.16,42.92,41.4,41.34,97696.92,-0.75,-1.78,40.924,40.321,39.308,94299.4,76152.29,58705.17,4.76
2016-09-06,42,42.37,42.15,41.28,108703.94,-0.45,-1.06,40.464,40.168,39.108,82470.85,71609.5,55138.98,5.3
2016-09-05,39.99,43.38,42.6,39.99,190972.31,3.13,7.93,39.938,39.93,38.886,68647.53,68345.65,51399.17,9.3
2016-09-02,39.05,39.77,39.47,38.85,40989.68,0.47,1.21,39.408,39.55,38.613,43043.14,55544.43,43285.27,2
2016-09-01,39.08,39.34,39,38.75,33134.13,-0.1,-0.26,39.576,39.438,38.482,51736.79,55324.89,42530.13,1.61
2016-08-31,39.72,39.78,39.1,38.62,38554.17,-0.42,-1.06,39.718,39.334,38.392,58005.18,54685.1,42206.29,1.88
