date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,7.6,7.74,7.69,7.57,188762.06,0.02,0.26,7.84,7.982,7.949,289552.96,390159.51,331165.27,1.3
2016-09-13,7.68,7.77,7.67,7.56,204420.14,0.06,0.79,7.96,8.008,7.978,378324.28,389723.21,342148.16,1.4
2016-09-12,7.9,7.9,7.62,7.6,406512.84,-0.45,-5.58,8.066,8.038,8.01,417221.76,392909.84,366281.67,2.79
2016-09-09,8.12,8.28,8.07,8.05,286039.72,-0.09,-1.1,8.198,8.059,8.039,480240.3,364130.91,370573.12,1.96
2016-09-08,8.2,8.23,8.15,8.07,362030.06,-0.14,-1.69,8.192,8.039,8.036,532785.27,355678.73,371670.52,2.49
2016-09-07,8.25,8.52,8.29,8.17,632618.62,0.09,1.1,8.124,8.006,8.032,490766.06,351448.57,390694.11,4.34
2016-09-06,8.3,8.31,8.2,8.05,398907.56,-0.07,-0.85,8.056,7.964,8.019,401122.14,308693.53,385838.51,2.74
2016-09-05,8.14,8.41,8.28,8.03,721605.56,0.24,2.98,8.01,7.928,8.001,368597.93,291233.57,380068.47,4.95
2016-09-02,7.85,8.12,8.04,7.81,548764.56,0.23,2.94,7.92,7.881,7.977,248021.51,260547.02,368043.16,3.77
2016-09-01,7.93,7.97,7.81,7.81,151934.02,-0.13,-1.64,7.886,7.887,7.969,178572.19,229572.91,371979.75,1.04
2016-08-31,7.95,7.97,7.95,7.83,184398.98,-0.02,-0.25,7.888,7.915,7.964,212131.07,272171.03,380232.02,1.27
