date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,32.5,32.82,32.65,32.24,28756.63,0.07,0.21,33.256,34.026,34.848,42073.98,42624.64,42867.56,0.8
2016-09-13,32.5,32.79,32.58,32.45,27548.48,0.18,0.56,33.652,34.302,35.06,45479.05,42379.43,44042.18,0.77
2016-09-12,33.33,33.49,32.44,32.3,69975.25,-1.52,-4.48,34.146,34.568,35.28,51844.93,42309.9,46596.41,1.95
2016-09-09,34.72,34.72,33.97,33.93,49437,-0.65,-1.88,34.566,34.847,35.497,45483.39,38774,47542.39,1.38
2016-09-08,34.5,34.83,34.64,34.45,34652.54,0.03,0.09,34.712,35.009,35.58,43702.89,37862.67,46666.73,0.97
2016-09-07,35,35.06,34.63,34.45,45781.97,-0.4,-1.14,34.796,35.109,35.607,43175.31,38455.86,46540.91,1.28
2016-09-06,34.55,35.06,35.05,33.91,59377.89,0.53,1.53,34.952,35.191,35.661,39279.82,37165.83,46138.37,1.66
2016-09-05,34.79,34.98,34.54,34.4,38167.56,-0.15,-0.43,34.99,35.221,35.712,32774.86,39063.94,45317.14,1.06
2016-09-02,34.9,35.2,34.7,34.57,40534.5,-0.37,-1.05,35.128,35.395,35.767,32064.61,40273.6,45935.48,1.13
2016-09-01,35.49,35.49,35.06,35.06,32014.62,-0.33,-0.93,35.306,35.555,35.802,32022.45,39838.87,46185.91,0.89
2016-08-31,35.2,35.43,35.41,35.01,26304.51,0.17,0.48,35.422,35.669,35.824,33736.42,43110.47,46896.25,0.73
