date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,18.97,19.11,18.93,18.83,10232.57,-0.18,-0.94,19.38,19.641,19.914,20181.42,21465.99,20495.07,0.55
2016-09-13,19,19.22,19.11,18.7,20963.3,0.33,1.76,19.62,19.748,19.993,23271.04,21921.53,21677.11,1.12
2016-09-12,19.68,19.68,18.78,18.78,35290.45,-1.22,-6.1,19.778,19.831,20.075,23816.25,21352.87,22802.68,1.89
2016-09-09,19.98,20.28,20,19.97,19629.56,-0.08,-0.4,19.966,19.946,20.161,19659.2,19266.12,22513.14,1.05
2016-09-08,20.16,20.17,20.08,19.93,14791.23,-0.05,-0.25,19.924,19.941,20.177,19218.75,18859.56,22412.66,0.79
2016-09-07,19.9,20.27,20.13,19.9,25680.67,0.23,1.16,19.902,19.934,20.194,22750.56,19503.83,23239.99,1.38
2016-09-06,19.7,19.92,19.9,19.49,23689.32,0.18,0.91,19.876,19.953,20.239,20572.02,18925.09,24395.77,1.27
2016-09-05,19.73,19.9,19.72,19.71,14505.23,-0.07,-0.35,19.884,20.009,20.262,18889.5,18061.75,24071.71,0.78
2016-09-02,19.8,19.97,19.79,19.73,17427.3,-0.18,-0.9,19.926,20.087,20.283,18873.04,19691.62,24023.92,0.93
2016-09-01,20.08,20.76,19.97,19.95,32450.26,-0.03,-0.15,19.958,20.149,20.297,18500.37,19775.47,23924.01,1.74
2016-08-31,19.92,20.05,20,19.85,14787.99,0.06,0.3,19.966,20.187,20.316,16257.11,19524.15,23475.63,0.79
