date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,5.41,5.51,5.48,5.39,87176.83,0.01,0.18,5.538,5.537,5.465,114811.38,133882.76,111779.24,1.18
2016-09-13,5.42,5.49,5.47,5.38,81791.28,0.07,1.3,5.564,5.531,5.461,125225.1,131833.45,111700.72,1.11
2016-09-12,5.43,5.48,5.4,5.37,149825.58,-0.24,-4.25,5.608,5.522,5.456,156448.34,129738.64,111736.65,2.03
2016-09-09,5.71,5.72,5.64,5.63,109178.49,-0.06,-1.05,5.628,5.522,5.453,154317.57,121426.75,109305.66,1.48
2016-09-08,5.6,5.77,5.7,5.6,146084.73,0.09,1.6,5.608,5.493,5.434,169299.45,117890.32,106160.53,1.98
2016-09-07,5.69,5.7,5.61,5.58,139245.44,-0.08,-1.41,5.536,5.454,5.409,152954.14,112347.07,102354.93,1.88
2016-09-06,5.47,5.73,5.69,5.43,237907.48,0.19,3.46,5.498,5.433,5.394,138441.8,107684.51,100306.45,3.22
2016-09-05,5.5,5.55,5.5,5.48,139171.69,-0.04,-0.72,5.436,5.411,5.373,103028.93,100517.68,91351.15,1.88
2016-09-02,5.34,5.58,5.54,5.34,184087.89,0.2,3.75,5.416,5.397,5.361,88535.92,93965.91,87278.8,2.49
2016-09-01,5.42,5.43,5.34,5.34,64358.2,-0.08,-1.48,5.378,5.386,5.342,66481.19,84370.78,80194.04,0.87
2016-08-31,5.41,5.42,5.42,5.36,66683.73,0.04,0.74,5.372,5.392,5.333,71740.01,89675.71,79640.21,0.9
