date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,15.35,15.41,15.26,15.18,17944,-0.07,-0.46,15.522,15.67,15.855,26211.34,28641.92,54553.93,0.81
2016-09-13,15.36,15.49,15.33,15.27,23046.63,0.13,0.85,15.66,15.74,15.949,28747.13,29647.84,60859.15,1.05
2016-09-12,15.51,15.54,15.2,15.18,33097,-0.57,-3.61,15.782,15.801,15.972,30662.22,29862.01,63519.61,1.5
2016-09-09,16.04,16.05,15.77,15.61,35404.96,-0.28,-1.75,15.87,15.871,15.983,27807.26,31194.56,63861.24,1.61
2016-09-08,15.87,16.09,16.05,15.87,21564.1,0.1,0.63,15.85,15.893,15.956,28438.09,34599.87,62980.41,0.98
2016-09-07,15.97,16.07,15.95,15.83,30622.96,0.01,0.06,15.818,15.843,15.906,31072.5,38781.34,63497.07,1.39
2016-09-06,15.64,15.94,15.94,15.4,32622.07,0.3,1.92,15.82,15.842,15.871,30548.55,42383.46,63433.28,1.48
2016-09-05,15.68,15.81,15.64,15.55,18822.21,-0.03,-0.19,15.82,15.836,15.849,29061.81,46274.88,64475.61,0.85
2016-09-02,15.85,15.96,15.67,15.46,38559.11,-0.22,-1.39,15.872,15.905,15.829,34581.85,54939.16,65246.01,1.75
2016-09-01,15.91,16.15,15.89,15.88,34736.13,-0.07,-0.44,15.936,15.998,15.797,40761.66,66429.75,64301.58,1.58
2016-08-31,15.96,16.04,15.96,15.84,28003.25,0.02,0.12,15.868,16.039,15.757,46490.18,80465.94,64506.25,1.27
