date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,54,55.5,54.98,54,4839.43,0.52,0.95,55.284,55.738,55.849,8471.16,11939.38,18650.7,2
2016-09-13,54.28,54.94,54.46,54.28,4080.87,0.46,0.85,55.718,55.977,55.815,11372.96,13531.28,19116.5,1.69
2016-09-12,54.96,55.6,54,54,10562.57,-1.79,-3.21,56.226,56.201,55.761,13557.99,15466.18,19375.08,4.37
2016-09-09,57,57.4,55.79,55.79,10578.12,-1.4,-2.45,56.466,56.609,55.721,13962.87,17822.78,19458.88,4.38
2016-09-08,57,58.44,57.19,56.6,12294.79,0.04,0.07,56.51,56.695,55.561,14668.78,20715.29,19720.72,5.09
2016-09-07,56.89,58.47,57.15,56.7,19348.44,0.15,0.26,56.192,56.621,55.233,15407.61,24623.5,19506.16,8.01
2016-09-06,55.01,57.08,57,54.91,15006.01,1.8,3.26,56.236,56.426,54.981,15689.61,24641,18899.72,6.21
2016-09-05,56.62,56.75,55.2,55,12587,-0.81,-1.45,56.176,56.324,54.765,17374.37,25192.12,18626.28,5.21
2016-09-02,55.43,56.49,56.01,55.21,14107.67,0.41,0.74,56.752,56.272,54.63,21682.7,25782.51,18548.43,5.84
2016-09-01,57.12,57.3,55.6,55.46,15988.92,-1.77,-3.08,56.88,56.145,54.365,26761.8,26006.32,18090.49,6.62
2016-08-31,56.87,57.7,57.37,56,20758.45,0.67,1.18,57.05,55.96,54.16,33839.39,25362.03,17587.24,8.59
