date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,10.27,10.35,10.2,10.19,36946,-0.11,-1.07,10.436,10.461,10.552,62539.85,59815.84,56279.2,0.92
2016-09-13,10.32,10.38,10.3,10.22,36452.17,0.06,0.59,10.536,10.492,10.577,70325.09,62534.66,57055.3,0.91
2016-09-12,10.58,10.58,10.24,10.22,74758.58,-0.44,-4.12,10.608,10.528,10.596,75520.67,64063.24,59286.49,1.87
2016-09-09,10.74,10.95,10.7,10.65,113700,-0.03,-0.28,10.652,10.577,10.613,68269.68,61900.63,59878.11,2.85
2016-09-08,10.66,10.74,10.74,10.62,50842.52,0.05,0.47,10.578,10.57,10.59,54209.81,56701.39,56783.35,1.27
2016-09-07,10.64,10.82,10.7,10.63,75872.16,0.03,0.28,10.486,10.552,10.56,57091.83,57457.76,56297.66,1.9
2016-09-06,10.48,10.69,10.66,10.4,62430.08,0.2,1.91,10.448,10.556,10.545,54744.23,55993.02,55244.41,1.56
2016-09-05,10.38,10.53,10.46,10.35,38503.62,0.13,1.26,10.448,10.558,10.532,52605.81,54319.95,55081.03,0.96
2016-09-02,10.29,10.42,10.33,10.24,43400.68,0.07,0.68,10.502,10.574,10.53,55531.58,54066.06,56181.02,1.09
2016-09-01,10.52,10.58,10.28,10.23,65252.6,-0.22,-2.1,10.562,10.606,10.521,59192.97,54632.68,55773.43,1.63
2016-08-31,10.62,10.67,10.51,10.46,64134.15,-0.15,-1.41,10.618,10.642,10.516,57823.7,52742.56,54306.22,1.61
