date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,13.23,13.37,13.23,13.2,20484.55,0,0,13.462,13.581,13.639,34592.49,40991.81,40468.33,0.51
2016-09-13,13.29,13.35,13.23,13.16,25975.73,0.07,0.53,13.584,13.619,13.674,40346.35,42165.35,41473.1,0.65
2016-09-12,13.45,13.5,13.16,13.15,53950.11,-0.66,-4.78,13.722,13.658,13.708,49956.79,42139.75,42939.52,1.34
2016-09-09,13.87,13.98,13.82,13.79,40634.96,-0.05,-0.36,13.81,13.697,13.747,45799.67,40209.1,44038.87,1.01
2016-09-08,13.86,13.96,13.87,13.75,31917.11,0.03,0.22,13.75,13.675,13.738,45158.25,40538.53,43660.87,0.79
2016-09-07,13.9,13.97,13.84,13.81,49253.85,-0.08,-0.57,13.7,13.643,13.715,47391.13,41623.61,44174.5,1.23
2016-09-06,13.6,13.98,13.92,13.48,74027.92,0.32,2.35,13.654,13.64,13.714,43984.35,40677.93,44088.12,1.84
2016-09-05,13.55,13.73,13.6,13.5,33164.53,0.08,0.59,13.594,13.621,13.707,34322.71,36599.73,42724.31,0.83
2016-09-02,13.61,13.7,13.52,13.45,37427.86,-0.1,-0.73,13.584,13.625,13.712,34618.52,37488.36,43528.69,0.93
2016-09-01,13.62,13.79,13.62,13.58,43081.48,0.01,0.07,13.6,13.659,13.712,35918.8,38744.51,44512.47,1.07
2016-08-31,13.63,13.65,13.61,13.44,32219.97,-0.01,-0.07,13.586,13.696,13.725,35856.1,39944.85,45432.67,0.8
