date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-09,12.46,12.49,12.1,12.07,107445.9,-0.28,-2.26,12.14,11.927,11.958,118382.36,85645.74,116283.96,2.03
2016-09-08,12.29,12.47,12.38,12.18,150983.58,0.11,0.9,12.08,11.884,11.912,108888.17,81365.24,114196.38,2.86
2016-09-07,11.96,12.35,12.27,11.95,147632.95,0.31,2.59,11.934,11.811,11.846,90019.85,74622.92,110126.78,2.79
2016-09-06,11.99,12.04,11.96,11.73,85451.41,-0.03,-0.25,11.822,11.763,11.804,71692.81,66536.6,106023.57,1.62
2016-09-05,11.8,12.06,11.99,11.76,100397.96,0.19,1.61,11.78,11.747,11.778,65418.22,71614.22,106545.41,1.9
2016-09-02,11.65,11.8,11.8,11.6,59974.94,0.15,1.29,11.714,11.755,11.736,52909.12,74909.42,105574.69,1.13
2016-09-01,11.77,11.81,11.65,11.65,56642,-0.06,-0.51,11.688,11.827,11.69,53842.3,85561.3,105681.4,1.07
2016-08-31,11.79,11.83,11.71,11.6,55997.73,-0.04,-0.34,11.688,11.886,11.659,59225.98,94649.51,105795.33,1.06
