date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,9.8,9.83,9.55,9.5,222315.25,-0.39,-3.92,9.968,9.775,9.468,303031.51,256553.88,198081.12,2.38
2016-09-13,9.89,10.11,9.93,9.8,212306.59,0.09,0.92,10.164,9.742,9.456,332468.15,242211,199931.92,2.27
2016-09-12,9.97,10.06,9.83,9.73,224224.7,-0.35,-3.44,10.094,9.676,9.41,337890.8,238905,197936.54,2.4
2016-09-09,10.3,10.36,10.19,10.1,256618.03,-0.16,-1.55,9.986,9.628,9.365,318318.68,245629.81,200396.95,2.74
2016-09-08,10.59,10.68,10.34,10.1,599693,-0.19,-1.8,9.806,9.507,9.289,293154.16,228217.37,191529.24,6.41
2016-09-07,9.54,10.53,10.53,9.51,369498.41,0.96,10.03,9.582,9.37,9.203,210076.24,177991.9,169586.54,3.95
2016-09-06,9.28,9.67,9.58,9.2,239419.84,0.3,3.23,9.32,9.224,9.116,151953.85,147792.47,157820.16,2.56
2016-09-05,9.3,9.43,9.29,9.21,126364.11,0,0,9.258,9.17,9.082,139919.2,131739.89,162608.09,1.35
2016-09-02,9.2,9.4,9.29,9.12,130795.46,0.06,0.65,9.27,9.151,9.039,172940.94,130429.13,160860.1,1.4
2016-09-01,9.26,9.57,9.22,9.18,184303.38,0,0,9.208,9.152,8.997,163280.57,130957.38,159131.87,1.97
2016-08-31,9.22,9.25,9.22,9.15,78886.48,-0.04,-0.43,9.158,9.161,8.964,145907.56,139608.36,154493.4,0.84
