date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,16.13,16.61,16.44,15.96,20038.95,0.18,1.11,16.694,16.695,16.918,33724.76,41284.61,36202.42,1.23
2016-09-13,16.3,16.56,16.26,16.1,22720.62,0.03,0.18,16.904,16.709,16.985,45493.11,45545.24,36447.53,1.39
2016-09-12,16.98,16.98,16.23,15.39,36824.65,-0.87,-5.09,17.058,16.739,17.054,57221.91,46315.92,36908.31,2.25
2016-09-09,17.49,17.74,17.1,17,49144.49,-0.34,-1.95,17.05,16.816,17.116,54235.45,44993.08,36554.01,3
2016-09-08,17.13,17.59,17.44,17.13,39895.07,-0.05,-0.29,16.89,16.806,17.116,50726.89,41772.21,36103.94,2.44
2016-09-07,16.86,17.49,17.49,16.86,78880.72,0.46,2.7,16.696,16.731,17.104,48844.46,40441.95,35000.74,4.82
2016-09-06,16.18,17.05,17.03,16.04,81364.6,0.84,5.19,16.514,16.688,17.119,45597.38,35369.12,32612.86,4.97
2016-09-05,16.29,16.5,16.19,16,21892.35,-0.11,-0.68,16.42,16.714,17.159,35409.94,29829.65,30487.07,1.34
2016-09-02,16.47,16.47,16.3,16.04,31601.69,-0.17,-1.03,16.582,16.799,17.225,35750.71,32010.1,31300.49,1.93
2016-09-01,16.49,16.72,16.47,16.24,30482.95,-0.11,-0.66,16.722,16.999,17.266,32817.54,31802.57,31629.2,1.86
2016-08-31,16.6,16.61,16.58,15.74,62645.29,0.02,0.12,16.766,17.14,17.295,32039.43,31120.22,31948.5,3.83
