date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,11.6,11.9,11.62,11.54,90673.25,-0.02,-0.17,11.422,11.396,10.86,93664.91,124380.8,107924.68,1.81
2016-09-13,11.37,11.81,11.64,11.2,126937.11,0.37,3.28,11.416,11.342,10.784,108502.22,130689.31,106874.73,2.53
2016-09-12,10.93,11.45,11.27,10.87,95329.22,0.08,0.71,11.36,11.252,10.705,103542.35,128759.43,104334.78,1.9
2016-09-09,11.33,11.46,11.19,11.14,70519.2,-0.2,-1.76,11.332,11.185,10.644,104736.19,130297.89,105637.71,1.4
2016-09-08,11.51,11.67,11.39,11.3,84865.78,-0.2,-1.73,11.35,11.101,10.57,118740.05,131663.49,104601.64,1.69
2016-09-07,11.31,11.75,11.59,11.15,164859.78,0.23,2.02,11.37,10.982,10.479,155096.7,133398.88,101963,3.28
2016-09-06,11.25,11.45,11.36,11.14,102137.77,0.23,2.07,11.268,10.837,10.385,152876.4,124486.9,96129.08,2.03
2016-09-05,11.19,11.46,11.13,11.13,101298.43,-0.15,-1.33,11.144,10.714,10.305,153976.5,125888.92,93324.49,2.02
2016-09-02,11.34,11.57,11.28,11.1,140538.5,-0.21,-1.83,11.038,10.597,10.236,155859.59,121302.77,92109.37,2.8
2016-09-01,11.1,11.74,11.49,10.88,266649,0.41,3.7,10.852,10.47,10.149,144586.92,112858.88,86648.73,5.31
2016-08-31,10.7,11.38,11.08,10.64,153758.3,0.34,3.17,10.594,10.324,10.055,111701.06,91468.56,76117.21,3.06
