date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,9.4,9.47,9.38,9.32,39755,-0.12,-1.26,9.578,9.683,9.656,69951.41,92376.6,79371.51,0.81
2016-09-13,9.42,9.57,9.5,9.3,43965.83,0.13,1.39,9.652,9.709,9.683,76446.89,94082,82203.89,0.9
2016-09-12,9.72,9.74,9.37,9.31,101170.04,-0.51,-5.16,9.704,9.713,9.704,86619.99,93660.76,85460.94,2.06
2016-09-09,9.76,9.92,9.88,9.7,109826.77,0.12,1.23,9.782,9.733,9.729,79171.68,87199.44,88471.31,2.24
2016-09-08,9.75,9.78,9.76,9.7,55039.4,0.01,0.1,9.756,9.694,9.723,79557.78,82097.33,86434.86,1.12
2016-09-07,9.76,9.83,9.75,9.71,72232.42,-0.01,-0.1,9.788,9.662,9.714,114801.79,82557.74,87768.6,1.47
2016-09-06,9.77,9.77,9.76,9.44,94831.32,0,0,9.766,9.641,9.718,111717.1,83416.51,88494.16,1.93
2016-09-05,9.73,9.83,9.76,9.73,63928.49,0.01,0.1,9.722,9.623,9.724,100701.53,81728.96,89405.46,1.3
2016-09-02,9.78,9.87,9.75,9.63,111757.26,-0.17,-1.71,9.684,9.61,9.727,95227.2,84301.42,94391.07,2.28
2016-09-01,9.69,10.27,9.92,9.64,231259.48,0.28,2.9,9.632,9.633,9.714,84636.87,80900.31,93361.35,4.72
2016-08-31,9.54,9.69,9.64,9.44,56808.97,0.1,1.05,9.536,9.628,9.693,50313.7,66366.42,85627.62,1.16
