date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,68.48,70.42,69.15,68,16523.31,0.16,0.23,70.684,72.394,74.547,17910.01,17230.17,20853.22,1.43
2016-09-13,70.13,70.88,68.99,68.41,24360,-1.29,-1.84,71.534,73.054,74.88,18020.22,17933.74,20771.95,2.11
2016-09-12,70.46,71.17,70.28,69.55,20370.02,-1.22,-1.71,72.576,73.859,75.203,16285.79,18100.36,20449.33,1.76
2016-09-09,73.9,73.9,71.5,71.5,18809.75,-2,-2.72,73.254,74.493,75.504,14481.76,18454.36,20883.67,1.63
2016-09-08,73.25,73.8,73.5,73.01,9486.99,0.1,0.14,73.676,75.2,75.543,14274.48,19446.81,20420.47,0.82
2016-09-07,74.17,74.47,73.4,73.4,17074.35,-0.8,-1.08,74.104,75.84,75.458,16550.32,22709.55,20565.52,1.48
2016-09-06,73.28,74.37,74.2,72.72,15687.85,0.53,0.72,74.574,76.299,75.391,17847.26,24612,20564.91,1.36
2016-09-05,73.94,74.3,73.67,73.08,11349.85,0.06,0.08,75.142,76.379,75.293,19914.93,24350.14,20455.09,0.98
2016-09-02,75.48,76.35,73.61,73.52,17773.37,-2.03,-2.68,75.732,76.586,75.138,22426.96,25649.1,20445.32,1.54
2016-09-01,75.15,77.34,75.64,75.15,20866.17,-0.11,-0.14,76.724,76.746,74.965,24619.14,24987.88,20348.82,1.81
2016-08-31,75.99,76.4,75.75,74.8,23559.04,-1.29,-1.67,77.576,76.7,74.759,28868.78,24476.27,20151.54,2.04
