date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,9.59,9.63,9.54,9.53,24527.33,-0.05,-0.52,9.746,9.862,9.987,31857.77,29666.91,32072.94,0.44
2016-09-13,9.65,9.72,9.6,9.58,31606.81,-0.02,-0.21,9.844,9.907,10.019,32646.68,30529.77,32409.64,0.56
2016-09-12,9.84,9.84,9.62,9.58,51368.05,-0.33,-3.32,9.934,9.946,10.05,32453.66,30294.52,32483.34,0.91
2016-09-09,10.04,10.04,9.95,9.94,25545,-0.07,-0.7,10,9.986,10.081,26373.58,28404.13,32784.08,0.45
2016-09-08,10.05,10.05,10.02,9.97,26241.64,0,0,9.996,10.001,10.09,26753.98,30530.91,32288.25,0.47
2016-09-07,10.05,10.08,10.03,10.01,28471.89,-0.01,-0.1,9.978,10.019,10.094,27476.06,31708.32,32887.17,0.51
2016-09-06,9.96,10.05,10.05,9.9,30641.71,0.09,0.9,9.97,10.031,10.1,28412.85,31975.18,32912.71,0.54
2016-09-05,9.93,10.02,9.95,9.92,20967.67,0.02,0.2,9.958,10.041,10.107,28135.38,31216.43,33630.77,0.37
2016-09-02,9.96,9.98,9.93,9.88,27447.01,0,0,9.972,10.065,10.11,30434.68,32177.69,33601.59,0.49
2016-09-01,9.99,10.04,9.93,9.93,29852.03,-0.06,-0.6,10.006,10.089,10.111,34307.85,33779.79,33423.49,0.53
2016-08-31,9.99,10,9.99,9.91,33155.84,-0.01,-0.1,10.06,10.112,10.117,35940.58,34478.97,33291.73,0.59
