date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,67.08,67.08,66.07,65.43,8567.49,0.11,0.17,67.058,69.021,72.746,11208.64,14090.22,23503.55,4.28
2016-09-13,66.21,66.94,65.96,65.8,7842.13,0.21,0.32,67.794,69.812,73.42,12904.29,15525.95,25930.95,3.92
2016-09-12,66,67.51,65.75,65,12966.2,-2.45,-3.59,68.922,70.621,73.939,14864.04,16508.69,27967.25,6.48
2016-09-09,69.45,69.97,68.2,67.6,14599.4,-1.11,-1.6,69.93,71.421,74.381,15481.05,17309.89,29253.28,7.3
2016-09-08,69.2,70.24,69.31,68.77,12067.98,-0.44,-0.63,70.444,72.2,74.511,15608.24,18638.33,29742.75,6.03
2016-09-07,72.01,72.33,69.75,69.6,17045.74,-1.85,-2.58,70.984,73.119,74.592,16971.81,21248.82,30740.19,8.52
2016-09-06,70,71.98,71.6,69,17640.86,0.81,1.14,71.83,73.899,74.821,18147.6,23777.62,32336.72,8.82
2016-09-05,70.9,72.56,70.79,70.02,16051.26,0.62,0.88,72.32,74.552,74.96,18153.35,25789.94,33585.13,8.03
2016-09-02,72.4,72.4,70.77,70.56,15235.35,-1.24,-1.72,72.912,74.861,75.119,19138.74,26918.02,34394.76,7.62
2016-09-01,73.69,74.29,72.01,71.89,18885.83,-1.97,-2.66,73.956,75.579,75.134,21668.43,29013.25,35107.88,9.44
2016-08-31,74.05,74.65,73.98,71.52,22924.7,-0.07,-0.1,75.254,76.47,75.193,25525.83,32916.87,35927.56,11.46
