date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,25.96,27,26.47,25.92,16091.55,0.51,1.97,26.77,26.761,26.375,19593.45,21776.24,25768.83,1.83
2016-09-13,26.58,26.58,25.96,25.87,17352.9,-0.06,-0.23,26.912,26.775,26.295,23199.44,21819.11,25964.18,1.97
2016-09-12,26.33,27.14,26.02,26,18338.14,-1.14,-4.2,27.202,26.846,26.245,27677.63,22928.11,26734.91,2.08
2016-09-09,28.28,28.29,27.16,27.01,23901.25,-1.08,-3.82,27.246,26.967,26.164,26896.8,24432.14,27684.47,2.71
2016-09-08,26.8,28.24,28.24,26.8,22283.42,1.06,3.9,27.092,26.893,25.98,25222.51,25865.05,27395.68,2.53
2016-09-07,27.42,28.33,27.18,27.05,34121.47,-0.23,-0.84,26.752,26.724,25.742,23959.03,27814.71,27281.08,3.88
2016-09-06,26.21,27.49,27.41,26.21,39743.85,1.17,4.46,26.638,26.588,25.575,20438.79,29322.17,27225.31,4.51
2016-09-05,26.3,26.86,26.24,26.2,14434,-0.15,-0.57,26.49,26.364,25.383,18178.6,27435.25,27692.68,1.64
2016-09-02,26.45,26.77,26.39,26.3,15529.79,-0.15,-0.56,26.688,26.2,25.266,21967.49,28295.75,30538.67,1.76
2016-09-01,26.68,26.95,26.54,26.31,15966.06,-0.07,-0.26,26.694,26.095,25.187,26507.59,28663.97,30579.05,1.81
2016-08-31,26.7,26.8,26.61,26.08,16520.24,-0.06,-0.23,26.696,25.988,25.085,31670.38,29761.42,31024.93,1.88
