date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,7.75,7.79,7.67,7.57,107552,-0.11,-1.41,7.824,7.899,7.601,79171.04,156776.89,151046.55,3.38
2016-09-13,7.76,7.81,7.78,7.7,51092.49,0.08,1.04,7.884,7.942,7.567,89077.6,208073.76,147792.07,1.61
2016-09-12,7.8,7.87,7.7,7.65,80716.93,-0.25,-3.15,7.936,7.919,7.53,107353.67,218741.38,147687,2.54
2016-09-09,8.01,8.07,7.95,7.93,72629.79,-0.07,-0.87,8.006,7.877,7.495,134433.61,217599.34,146761.19,2.28
2016-09-08,7.99,8.09,8.02,7.93,83864,0.05,0.63,7.974,7.801,7.44,169469.85,221396.62,144709.39,2.63
2016-09-07,8.08,8.1,7.97,7.91,157084.81,-0.07,-0.87,7.974,7.729,7.381,234382.75,224142.73,142367.12,4.94
2016-09-06,8,8.05,8.04,7.88,142472.84,-0.01,-0.12,8,7.652,7.327,327069.92,216315.43,136550.29,4.48
2016-09-05,7.84,8.05,8.05,7.8,216116.62,0.26,3.34,7.902,7.571,7.268,330129.09,211111.88,132147.11,6.79
2016-09-02,7.86,7.95,7.79,7.76,247810.97,-0.23,-2.87,7.748,7.478,7.202,300765.08,202212.99,123069.47,7.79
2016-09-01,8,8.44,8.02,7.95,408428.5,-0.08,-0.99,7.628,7.402,7.143,273323.38,181698.92,112341.36,12.83
2016-08-31,8.31,8.31,8.1,7.88,620520.69,0.55,7.29,7.484,7.303,7.072,213902.71,145316.21,93078.73,19.49
