date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-14,63.01,63.28,61.78,61.11,26049.09,-1.5,-2.37,62.666,61.72,60.612,27880.26,26848.03,25470.07,4.43
2016-09-13,62.5,63.61,63.28,62.32,21754.53,1.02,1.64,62.622,61.565,60.52,29446.13,26496.46,25751.01,3.7
2016-09-12,61.55,63.36,62.26,61.05,31653.14,-0.46,-0.73,62.408,61.155,60.423,32779.16,25723.23,25783.3,5.38
2016-09-09,63.05,64.37,62.72,62.23,32919.32,-0.57,-0.9,61.918,60.868,60.32,31017.52,24459.69,25605.91,5.6
2016-09-08,61.46,63.74,63.29,61.4,27025.2,1.73,2.81,61.442,60.62,60.134,27871.68,24005.81,24788.79,4.59
2016-09-07,61.99,63.8,61.56,61.52,33878.48,-0.65,-1.04,60.774,60.301,59.874,25815.8,23868.33,24204.08,5.76
2016-09-06,59.84,62.3,62.21,59.02,38419.67,2.4,4.01,60.508,60.035,59.755,23546.79,21936.28,23716.08,6.53
2016-09-05,60.51,61.3,59.81,59.66,22844.93,-0.53,-0.88,59.902,59.679,59.542,18667.3,19579.96,22455.28,3.88
2016-09-02,59.68,60.52,60.34,59.55,17190.13,0.39,0.65,59.818,59.495,59.409,17901.87,20417.67,21847.81,2.92
2016-09-01,60.15,60.75,59.95,59.83,16745.81,-0.28,-0.47,59.798,59.468,59.192,20139.94,21463.9,21538.94,2.85
2016-08-31,59.3,60.45,60.23,58.95,22533.4,1.05,1.77,59.828,59.503,59.004,21920.85,24092.12,21476.72,3.83
