,code,grade
0,600329,-0.0530220620724
0,600331,-0.0422506285951
0,600332,-0.05290481934
0,600333,-0.0271727546093
0,600335,-0.050257076259
0,600336,-0.0460762379536
0,600338,-0.0271753768183
0,600340,-0.052499910679
0,600343,-0.0404957404503
0,600345,-0.0436805528639
0,600348,-0.052076580982
0,600351,-0.0530912499106
0,600352,-0.0528994823949
0,600353,-0.0187374790436
0,600354,-0.0399670440536
0,600355,-0.0423709559047
0,600356,-0.0489567780594
0,600358,-0.0479449337978
0,600359,-0.0491306403467
0,600360,-0.0486069423321
0,600361,-0.0527486977504
0,600362,-0.0533782705803
0,600363,-0.0514736475785
0,600365,-0.0440092846396
0,600366,-0.048691724382
0,600367,-0.0389980804521
0,600368,-0.0493149481627
0,600369,-0.0541839244621
0,600370,-0.0499044039004
0,600371,-0.0499956975708
0,600372,-0.0533572082678
0,600373,-0.0535793499895
0,600375,-0.043204880704
0,600376,-0.0526265274241
0,600377,-0.0527744878388
0,600378,-0.0528352752117
0,600379,-0.0517075314096
0,600380,-0.0248487729273
0,600381,-0.0428953753682
0,600382,-0.037743483163
0,600383,-0.0524343624097
0,600385,-0.044456106827
0,600386,-0.051852360963
0,600387,-0.051660210055
0,600388,-0.0508959690299
0,600389,-0.0374159940409
0,600390,-0.0523253777104
0,600391,-0.0479603371085
0,600392,-0.0347994210573
0,600393,-0.051429560343
