,code,grade
0,600197,-0.0519302012887
0,600198,-0.0495058756658
0,600199,-0.0476023623952
0,600200,-0.0506852148154
0,600201,-0.052403433896
0,600202,-0.0486702048721
0,600203,-0.0492445872354
0,600206,-0.0495354558837
0,600207,-0.0529390218087
0,600208,-0.053247945003
0,600210,-0.0489474109699
0,600211,-0.0474185954267
0,600213,-0.0474276981531
0,600215,-0.0478316825594
0,600216,-0.0479330590294
0,600217,-0.0485905495682
0,600218,-0.0429747682669
0,600220,-0.0516514835523
0,600221,-0.0527225883712
0,600222,-0.0497693328009
0,600223,-0.0513284296395
0,600225,-0.0549474820639
0,600226,-0.0532898851656
0,600227,-0.0452744851272
0,600228,-0.0446292317022
0,600229,-0.0506332328292
0,600230,-0.0513616950818
0,600231,-0.0512292911151
0,600232,-0.0512485226319
0,600233,-0.0454255435062
0,600234,-0.0497519459804
0,600235,-0.0472708147855
0,600236,-0.0526447270653
0,600237,-0.65889219447
0,600238,-0.0519627919225
0,600239,-0.0500584583817
0,600240,-0.0527022388944
0,600241,-0.046870689108
0,600243,-0.0474012253292
0,600246,-0.0526329505145
0,600247,-0.0487137797776
0,600248,-0.0516688617654
0,600249,-0.0485225458576
0,600250,-0.0471471126313
0,600251,-0.0498500039577
0,600252,-0.0528868386943
0,600256,-0.0526502864736
0,600257,-0.0430574958422
0,600258,-0.0412639920653
0,600259,-0.0484011872308
