,code,grade
0,603800,-0.00305220853881
0,603806,-0.04929168801
0,603808,-0.0492779609664
0,603818,-0.0488230403344
0,603822,-45.5383319332
0,603828,-0.0339736049762
0,603866,-0.045202644543
0,603868,-0.0372945834531
0,603869,-0.0278831249772
0,603885,-0.0507200214922
0,603889,-0.0455068616548
0,603898,-0.0485684401345
0,603899,-0.0501318887574
0,603901,-0.048199111078
0,603909,-0.0247495675048
0,603918,-0.0526147300432
0,603919,-0.0282200836384
0,603936,-0.0484378664609
0,603939,-0.0530265416063
0,603958,788.462309768
0,603959,-0.0598989921343
0,603968,-0.0419851595195
0,603969,-0.0546060465346
0,603979,-0.0505807645731
0,603986,1.44797650572
0,603988,661366507.615
0,603989,-0.0403899562296
0,603993,-0.0535112185546
0,603996,-0.166625019683
0,603997,-0.0257638752229
0,603998,-0.0342182626579
0,603999,-0.0368448579665
0,59,-0.0519854557023
0,65,-0.0509106962553
0,404,-0.0492987929499
0,423,-0.0502558618775
0,593,0.375818935482
0,673,-0.0436467649947
0,686,-0.0511551891981
0,731,-0.0457701517548
0,758,-0.0429406376399
0,797,-0.0499274803719
0,801,-0.0526321073404
0,815,-0.0524507988734
0,837,-0.0496523730186
0,851,-0.0417195736884
0,876,-0.0528478831787
0,902,-0.0536006128772
0,926,-0.0513638753144
0,927,-0.0525651838137
