,code,grade
0,600691,-0.0512146008705
0,600692,-0.0460380435108
0,600693,-0.0376748951851
0,600694,-0.0519586390487
0,600695,-0.0527542549907
0,600697,-0.0497936917916
0,600698,-0.0455140738541
0,600699,-0.0500040590798
0,600701,-0.0512310965168
0,600702,-0.0509442144826
0,600704,-0.0441953024093
0,600705,-0.0496864884109
0,600706,-0.0430116771349
0,600707,-0.0464988610821
0,600708,-0.0509778427198
0,600711,-0.0428876846221
0,600712,-0.0507197637991
0,600713,-0.0532558231655
0,600714,-0.0499792586335
0,600716,-0.0517252482864
0,600717,-0.0526231750179
0,600718,-0.0516107760343
0,600719,-0.0504601238693
0,600720,-0.0498023367091
0,600721,-0.0524630453145
0,600722,-0.0510785837761
0,600723,-0.0539545305405
0,600724,-0.0532152320171
0,600725,-0.0524509149923
0,600726,-0.053688164098
0,600727,-0.0499695589731
0,600728,-0.0412238163032
0,600730,-0.0510071011836
0,600731,-0.046285978944
0,600734,37603.3456963
0,600736,-0.0499922011922
0,600738,-0.0425462538809
0,600739,-0.048489004982
0,600740,0.0128132113426
0,600741,-0.0535025166285
0,600742,-0.0520925750785
0,600743,-0.0527843777419
0,600744,-0.0646116230995
0,600745,-0.0511576039
0,600746,-0.0374322916014
0,600747,-0.0468340140363
0,600748,-0.0524336924757
0,600749,-0.0486275351224
0,600750,-0.0493959337513
0,600751,-0.0518764601294
