,code,grade
0,2034,-0.0440870606711
0,2036,-0.0315976853524
0,2037,-0.0452096367686
0,2038,-0.0520892682164
0,2039,-0.0526775747012
0,2040,-0.0499833154049
0,2041,-0.0537561482301
0,2042,-0.0509828093358
0,2043,-0.0610172985826
0,2044,-0.0519109941229
0,2045,-0.0354821644819
0,2046,-0.0395926176807
0,2047,-0.0419520952701
0,2048,-0.044063937541
0,2049,-0.0522932738971
0,2050,-0.0538399771391
0,2051,-0.0540964353227
0,2054,-0.0368817694495
0,2056,-0.0490732678657
0,2058,-0.0472575856886
0,2060,-0.0566336039957
0,2063,-0.0463321432517
0,2065,-0.0509318855023
0,2066,-0.0499913439701
0,2067,-0.0444523622642
0,2068,-0.0507401218868
0,2069,-0.0515588748093
0,2070,-0.0401809698484
0,2073,-0.0514143716859
0,2075,-0.0500220861883
0,2076,-0.0443910964905
0,2077,-0.0543797921866
0,2078,-0.0511469161498
0,2079,-0.0436505761208
0,2080,-0.0445988235282
0,2081,-0.0461046582279
0,2082,-0.039599762285
0,2083,-0.0516469589579
0,2084,-0.0451751380569
0,2085,-0.0523573424026
0,2086,-0.0472545493448
0,2087,-0.040744256887
0,2088,-0.0429964165573
0,2089,-0.0473486628294
0,2090,-0.0504619309441
0,2091,-0.0475370652515
0,2092,-0.0441131962579
0,2093,-0.0527043297113
0,2095,-0.0475554674649
0,2096,-0.0538369730632
