,code,grade
0,600555,-0.0438664731469
0,600557,-0.0529174503434
0,600558,-0.0492147254034
0,600559,-0.0526607133437
0,600560,-0.047665892888
0,600561,-0.0457465980271
0,600562,-0.0512755664565
0,600563,-0.048212703035
0,600565,-0.0404004032565
0,600566,-0.0503763534425
0,600567,-0.0511985712622
0,600568,-0.04725848647
0,600569,-0.0530496489903
0,600570,-0.0464143976508
0,600571,-0.0490793383107
0,600572,-0.0525107436463
0,600573,-0.0506394956082
0,600575,-0.0530304069755
0,600580,-0.0528699158347
0,600581,-0.0460503179911
0,600582,-0.052500508121
0,600583,-0.0531050128685
0,600584,-0.0511210578866
0,600585,-0.0526877563972
0,600586,-0.050846397591
0,600588,-0.0522620476823
0,600590,-0.0484424761638
0,600592,-0.0497951494922
0,600593,-0.0479326430017
0,600594,-0.0521073633429
0,600595,-0.0507541562449
0,600597,-0.0530494531871
0,600598,-0.052497651585
0,600600,-0.0516048073966
0,600601,-0.0697617537635
0,600602,-0.0513893709553
0,600603,-0.047737775564
0,600604,-0.0518259293772
0,600605,-0.0464987849089
0,600606,-0.0463329877502
0,600608,-0.0495042773969
0,600609,-0.0433590601817
0,600610,-0.0716118801509
0,600611,-0.0521841463086
0,600612,-0.0528588777801
0,600613,-0.0534759548074
0,600615,-0.0499383117207
0,600616,-0.0516547710041
0,600617,-0.0503461944702
0,600618,-0.0536836632564
