,code,grade
0,951,-0.0508089394778
0,2008,-0.0509660372786
0,2113,-433.744821159
0,2119,-0.0475980760057
0,2174,-0.0506968186204
0,2218,-0.046167509913
0,2234,-0.0507230706787
0,2248,-0.0419307596211
0,2294,-0.0523169939908
0,2321,-0.048545442086
0,2353,-0.0481903807678
0,2437,-0.051611149583
0,2453,-0.0402906321872
0,2462,-0.0523201928894
0,2595,-0.0533758726564
0,2660,-0.043981330586
0,2684,-0.0508451205071
0,2753,-0.0372469637286
0,2766,-0.0382925811725
0,300020,-0.0288559590571
0,300105,-0.0424762707145
0,300169,-0.0450258744217
0,300175,-0.0484342407381
0,300270,-0.0438951939545
0,300281,-0.0448454032551
0,300309,-0.0431129438664
0,300342,-0.0518038966262
0,300357,-0.0513320986711
0,300366,-0.0342473653946
0,300389,-0.048206041239
0,300397,-0.0471598089545
0,300408,-0.04793854903
0,300417,-0.0439996377193
0,300424,-0.0522750057055
0,300482,-0.0461943247067
0,600091,-0.0527843529723
0,600313,-0.0489335885478
0,600337,-0.0534268616765
0,600346,-0.0504427863103
0,600400,-0.052279026174
0,600444,-0.0466061505432
0,600543,-0.0515635100232
0,600579,-0.0497548946203
0,600587,-0.053437546895
0,600703,-0.0521033117312
0,600715,-0.0482592349205
0,600778,-0.0499544900989
0,600844,-0.0502777368739
0,600871,-0.0499173556074
0,600881,-0.0521320838199
