,code,grade
0,978,-0.0489548369535
0,979,-0.0532177738961
0,981,-0.0532101985892
0,982,-0.0511296611522
0,983,-0.0498342967406
0,985,-0.0307091593363
0,988,-0.0467819449347
0,989,-0.0476429324074
0,990,-0.0486563749287
0,993,-0.0422482720685
0,995,-0.0412915751649
0,996,-0.0337445219772
0,997,-0.0514559096994
0,998,-0.0519154208621
0,999,-0.0530285868473
0,1696,-0.0514884308554
0,1979,-0.0495170545039
0,2001,-0.0476614809262
0,2003,-0.0549571041722
0,2004,-0.0503771750856
0,2005,-0.045481939455
0,2006,-0.0515557970727
0,2007,-0.0475556222782
0,2009,-0.0456059838522
0,2011,-0.052089408404
0,2012,-0.0471206797458
0,2013,-0.0435482584021
0,2014,-0.0527427290883
0,2015,-0.0521740578743
0,2016,-0.0517697965768
0,2018,-0.0525889593399
0,2019,-0.0436665150112
0,2021,-0.0503348959971
0,2023,-0.0497665986761
0,2024,-0.051437184464
0,2026,-0.0503623546034
0,2027,-0.0591803156882
0,2028,-0.0480817751903
0,2029,-0.0499875440447
0,2030,-0.0433278553783
0,2031,-0.0508086294576
0,2032,-0.048938190222
0,2033,-0.0447810039013
