,code,grade
0,600754,-0.0532424780042
0,600755,-0.0512128323047
0,600756,-0.0457546445224
0,600757,-0.051447491835
0,600758,-12878.0197999
0,600761,-0.0522623081632
0,600763,-0.0515557352673
0,600765,-0.0516762581036
0,600766,-0.0437573158266
0,600767,-0.0459618370576
0,600769,-0.0514850723575
0,600770,-0.0514193274558
0,600774,-0.0410444172821
0,600775,-0.0521794769558
0,600776,-0.0433971843039
0,600777,-0.0495374643453
0,600779,-0.0517897812039
0,600780,-0.0521288494273
0,600781,-0.045822426636
0,600782,-0.0491996196388
0,600783,-0.0467778606592
0,600784,-0.0489476179284
0,600785,-0.051951337853
0,600787,-0.0521178267677
0,600789,-0.157191671906
0,600790,-0.0504280625445
0,600791,-0.0488317376901
0,600792,-0.0505195621743
0,600793,-0.0520036230401
0,600794,-0.052170473838
0,600795,-0.0531758152835
0,600797,-0.0490584268594
0,600800,-0.0461702940993
0,600801,-0.049963737564
0,600802,-0.0446268730227
0,600803,-0.052924138173
0,600804,-0.0503427250246
0,600806,-0.0469411541328
0,600807,-0.0342260975083
0,600808,-0.0532628674634
0,600809,-0.0531411005094
0,600810,-0.0497282231197
0,600811,-0.051476543824
0,600812,-0.052680028754
0,600814,-0.0486415698878
0,600815,-0.0505382472517
0,600816,-0.0520716110008
0,600818,-0.0505277042776
0,600819,-0.0520644365304
0,600820,-0.0485884800051
