,code,grade
0,2449,-50.255104123
0,2450,-0.0498484842867
0,2451,-0.0477023636622
0,2452,-0.0377014931124
0,2454,-0.0440324226771
0,2455,-0.0444088162715
0,2456,-0.0492664048437
0,2457,0.00146720452723
0,2458,-0.0512612029333
0,2459,-0.0509507152028
0,2460,-0.0398614292024
0,2461,-0.0468607959741
0,2463,-0.0507312715742
0,2467,-0.0520496714781
0,2468,-0.0499993636709
0,2469,-0.0478419039481
0,2470,-0.0537475124576
0,2471,-0.0482512320278
0,2472,-0.0487803766906
0,2473,-0.0465631917573
0,2474,-0.663215425195
0,2475,-0.0511866017854
0,2476,-0.208940695679
0,2477,-0.0521510961476
0,2479,-0.0520383357465
0,2480,-0.0454278362622
0,2481,-0.0521879290341
0,2482,-0.049271094513
0,2483,-0.0464771435278
0,2484,-0.0521404451757
0,2485,-0.0538092631354
0,2486,-0.0590702859885
0,2487,-0.0525235141477
0,2488,-0.0481194510746
0,2489,-0.0525857212398
0,2490,-0.0352430211687
0,2491,-0.0481833927646
0,2493,-0.0528098026128
0,2494,-0.0468828828396
0,2495,0.034558753146
0,2496,-0.0507953049045
0,2497,-0.0505444934076
0,2498,-0.0533100664306
0,2499,-0.0421623076111
0,2500,-0.0524482971507
0,2501,-0.0478610275326
0,2502,-0.0405638809214
0,2503,-0.0526443020729
0,2504,-0.0418089668291
0,2507,-0.0520304127707
