,code,grade
0,603338,-0.0499823153832
0,603339,-0.0413793163843
0,603355,-0.0405100359437
0,603366,-0.0533475863826
0,603368,-0.0475984746455
0,603369,-0.0536769876058
0,603377,-0.0482832356436
0,603398,-0.0444997982329
0,603399,-0.0394039756968
0,603456,-0.0494895302027
0,603508,-0.0446344355097
0,603515,324692614.657
0,603519,-0.0466952835696
0,603520,-0.0434117835044
0,603528,-0.0402287777711
0,603555,-0.0496794842317
0,603558,-0.0412900525922
0,603566,-0.0487035337959
0,603567,-0.0499845551005
0,603568,-0.494433441259
0,603569,3.98431830506
0,603588,-0.0432515422585
0,603589,-0.0498249481103
0,603598,-0.0484364243883
0,603600,-0.0461732439214
0,603601,-0.0452406351056
0,603606,-0.0442431527089
0,603608,-0.0399178604514
0,603609,-0.0512957443716
0,603611,-0.0387723699386
0,603616,-9.18117994412
0,603618,0.299105741328
0,603636,-0.0496926110804
0,603663,14889085.6256
0,603678,-0.051038869738
0,603686,-0.0468194276798
0,603688,-0.0404934047339
0,603696,-0.0396081478636
0,603698,-0.0482016451381
0,603701,-0.0333606328992
0,603718,-0.0439160849849
0,603726,-0.0374146201604
0,603729,-0.0436121778955
0,603737,-0.0665269144865
0,603766,-0.0515871221442
0,603778,2592930.42552
0,603788,-0.044936093021
0,603789,-0.0502344508173
0,603798,-0.0426628261189
0,603799,-0.0427748320362
