,code,grade
0,793,-0.0485746270235
0,795,-0.047534014391
0,796,-0.0411442752801
0,798,-0.049147471184
0,799,-0.041084116368
0,800,-0.0501193624053
0,802,-0.051633179068
0,806,-0.034071681158
0,807,-0.0534452843588
0,809,-0.0515495116838
0,810,-0.0431198900973
0,811,-0.0311757074796
0,813,-0.0346999933371
0,816,-0.0514484835115
0,818,-1.99392104666
0,820,-0.0344788313801
0,821,-0.0494415928475
0,822,-0.047350645415
0,823,1.57621492924
0,825,-0.0547992365029
0,826,-0.0513094207353
0,828,-0.0529304408105
0,829,-0.0509336638859
0,830,-0.0516810753457
0,831,-0.0526493020845
0,833,-0.0525483553032
0,835,-0.0444189700948
0,836,-0.0390391269284
0,838,-0.05081148684
0,850,-0.0528338100658
0,852,-0.053541585832
0,856,-0.0531159995603
0,858,-0.053257502049
0,859,-0.0489187728807
0,860,-0.0516938953663
0,861,-0.053312233152
0,862,-0.0455014633225
0,863,-0.0532494565375
0,868,-0.0467582036955
0,869,-0.054144208126
0,875,-0.0423110032789
0,878,-0.0524836403043
0,880,-0.0313082198587
0,881,-0.0511816191775
0,882,-0.0520781780605
