,code,grade
0,2107,-0.0529718583712
0,2108,-0.0275909548874
0,2109,-0.0518117151851
0,2110,-0.0455569375148
0,2112,-0.0201976098959
0,2114,-19.3381938593
0,2115,-0.0459381926589
0,2116,-0.0513685767644
0,2117,-0.0520934817965
0,2118,-0.0495175680486
0,2120,-0.0384320059518
0,2121,-0.0500595281638
0,2122,-0.051775014874
0,2123,-0.0493958544963
0,2124,-0.0411945495935
0,2125,-0.0866812393009
0,2126,-0.0475716856946
0,2128,-0.0525983195571
0,2130,-0.0501463366212
0,2131,-0.0512862384292
0,2132,-0.0489736264687
0,2134,-0.0468661416579
0,2135,-0.0505211299221
0,2136,-0.0492461960057
0,2137,-0.0470681130746
0,2138,-0.044255915521
0,2139,-0.0472678972854
0,2140,-0.0509828020561
0,2141,-0.0423548006148
0,2142,-0.0530108146109
0,2143,-0.0535261296839
0,2145,-0.0356183492466
0,2146,-0.0528611972175
0,2147,-0.0521000744501
0,2148,-0.0336282713013
0,2149,-0.0478375838116
0,2150,-0.0472476357537
0,2151,-0.0511129471718
0,2152,-0.0536018064346
0,2153,-0.0520190846334
0,2154,-0.0518020659447
