,code,grade
0,883,-0.0537897782079
0,885,-0.0502140019552
0,886,-0.0523698148181
0,887,-0.0524957486385
0,888,-0.0511222697061
0,889,-0.0448873241559
0,890,-0.0502543589573
0,892,-0.0491739561353
0,893,-0.0507466150259
0,895,-0.0539437054985
0,897,-0.0527276956543
0,898,-0.0529812572591
0,899,-0.0526248558317
0,900,-0.0507826948143
0,901,-0.0494025411642
0,903,-0.0516257837379
0,905,-0.0530177845664
0,906,-0.0515870259463
0,908,-0.0523553013212
0,909,-0.0460477866624
0,910,-0.0499991008836
0,912,-0.0503456059362
0,913,-0.0507773990989
0,915,-0.0486667331719
0,917,-0.0463489192211
0,919,-0.0536291058877
0,920,-0.0509853095489
0,921,-0.0526932152442
0,922,-0.0540271796259
0,925,-0.0533602880764
0,928,-0.0494195546159
0,929,-0.0457319502841
0,931,-0.0509350356979
0,932,-0.0532899008266
0,933,-0.0524894747978
0,936,-0.0420513824893
0,937,-0.0525425172625
0,948,-0.0510718056362
0,949,-0.04688196179
0,952,-0.0382764036204
0,953,-0.0344936989754
0,955,-0.0445932692452
0,957,-0.0371859968465
0,958,-0.0472109705213
0,960,-0.0470711204789
0,961,-0.050550073277
0,962,-0.0526185822559
0,963,-0.0530468819306
0,965,-0.0507528226209
0,966,-0.0528112010353
