,code,grade
0,600395,-0.0503139906978
0,600396,-0.0516350681754
0,600398,-0.0530998518873
0,600399,-0.0485284032576
0,600401,-0.0513367104425
0,600403,-0.0526113576954
0,600405,-0.0509187802162
0,600406,-0.0515275003518
0,600409,-0.0533936108541
0,600410,-0.0496788322163
0,600415,-0.0528284982105
0,600416,-0.0502195695682
0,600419,-0.0490736029327
0,600421,-0.0451283995534
0,600422,-0.0493416859591
0,600423,-0.0398612462473
0,600425,-0.0500818034248
0,600426,-0.0515752678697
0,600428,-0.0524127710799
0,600429,-0.0520426318622
0,600432,-0.0519278775017
0,600433,-0.0515297147211
0,600435,-0.0509594610329
0,600436,-0.052896311078
0,600438,-0.0531197229641
0,600439,-0.0455688803988
0,600446,-0.0485382384776
0,600448,-0.0458027542049
0,600449,-0.0500798851521
0,600452,-0.0532356525232
0,600456,-0.0512242096909
0,600458,-0.0528924198445
0,600459,-0.0431591604592
0,600460,-0.0511326112535
0,600461,-0.0503885517179
0,600462,-0.0484231297916
0,600463,-0.0484086601509
0,600466,-0.0510488821717
0,600467,-0.0509105788451
0,600468,-0.0498371738499
0,600469,-0.0531108908427
0,600470,-0.040952486687
0,600475,0.0911653467251
0,600476,-0.0503477231972
0,600477,-0.0385513273015
0,600478,-0.0533868893254
0,600479,-0.0515126192565
0,600481,-0.0510990176613
0,600482,-0.0499785120372
0,600483,-0.0475912680017
