,Unnamed: 0,code,grade
0,0,1,-0.05317710849909999
1,0,2,-0.0480924918666
2,0,5,-0.0472629987224
3,0,6,-0.0501221248443
4,0,7,-0.0353942887135
5,0,8,-0.0528606019721
6,0,10,-0.034772551472499996
7,0,11,-0.0535837114545
8,0,12,-0.0502098446734
9,0,14,-0.047127544316600004
10,0,16,-0.051665938072800004
11,0,17,-0.0498604389331
12,0,18,-0.0463660718507
13,0,19,0.009606128572959999
14,0,20,-0.042074648160800004
15,0,21,-0.0512590510182
16,0,22,-0.052156495757599994
17,0,23,-0.04157177547569999
18,0,25,-0.0398145910984
19,0,26,-0.0415262369709
20,0,27,-0.05330944460530001
21,0,30,-0.0509406967732
22,0,31,-0.0516047360507
23,0,32,-0.050618854707000005
24,0,34,-0.0514282295374
25,0,36,-0.046082604209400004
26,0,38,-0.0361737833517
27,0,39,-0.0508154481292
28,0,40,-0.0520101483234
29,0,42,-0.0557059049545
30,0,48,-0.0540211092229
31,0,49,-0.0466141805017
32,0,55,-0.0478005769235
33,0,56,-0.0528533002834
34,0,58,-0.048063995972
35,0,60,-0.048270973252800005
36,0,61,-0.0524797144018
37,0,62,-0.0530723543314
38,0,63,-0.05158405405040001
39,0,66,-0.052079358205
40,0,68,-0.0442281336914
41,0,69,-0.05342373201930001
42,0,70,-0.049395885149800006
43,0,78,-0.04744091626540001
44,0,88,-0.0535882081273
45,0,89,-0.0538030476623
46,0,90,-0.0515841070631
47,0,96,-0.040839204665
48,0,99,-0.0482642492535
49,0,150,-0.04697061122280001
0,0,151,-0.0503624519883
1,0,153,-0.037174338585300004
2,0,156,-0.052487538716900005
3,0,157,-0.0517524922269
4,0,159,-0.0445360995058
5,0,166,-0.05305228118969999
6,0,301,-0.05129166417330001
7,0,333,-0.05194033111930001
8,0,338,-0.051536751441699995
9,0,400,-0.051638135525599996
10,0,401,-0.0534089494907
11,0,402,-0.0492092921364
12,0,403,-0.045055130821
13,0,408,-0.0549980449066
14,0,410,-0.0503249576984
15,0,411,-0.0490837291048
16,0,413,1138.64157038
17,0,415,-0.052533941118800005
18,0,417,-0.0517134314704
19,0,418,-0.051597948274699997
20,0,419,-0.0476703948734
21,0,420,-0.0380799186849
22,0,421,-0.0509570015267
23,0,422,-0.0497809053473
24,0,425,-0.0517279017042
25,0,426,-0.0379581598465
26,0,428,-0.052079144739699997
27,0,429,-0.047619129752
28,0,430,-0.0418827012396
29,0,488,-0.0493427064349
30,0,498,-0.0360042425652
31,0,501,-0.0505110754287
32,0,502,-0.043029360919399996
33,0,503,-0.05183817047
34,0,506,-0.052260625146
35,0,507,-0.05207375330109999
36,0,509,-0.0468085303063
37,0,510,-0.041231441712300004
38,0,513,-0.050341538545300005
39,0,514,-0.047417453580400004
40,0,516,-0.0510108689988
41,0,517,-0.0541323198601
42,0,518,-0.0512516841734
43,0,519,-0.0519400162327
44,0,520,-0.0487385521729
45,0,521,-0.050614629844399996
46,0,523,-0.0504236010025
47,0,525,-0.0517362175088
48,0,526,-0.050577119295899996
49,0,528,-0.04976178329940001
0,0,529,-0.053119061667
1,0,530,-0.0518191498274
2,0,532,-0.045206692136199995
3,0,536,-0.0495819645774
4,0,537,-0.0472064874797
5,0,539,-0.0530552220811
6,0,540,-0.05223218761369999
7,0,541,-0.05041554944709999
8,0,543,-0.05008842822219999
9,0,544,-0.043796673439999996
10,0,545,-0.0483944012684
11,0,546,-0.0452872837538
12,0,548,-0.0480031813107
13,0,550,-0.0513340388985
14,0,551,-0.041619956854199995
15,0,552,-0.050963627215
16,0,554,-0.04946765776880001
17,0,557,-0.0511750831808
18,0,558,-0.0492169934995
19,0,559,-0.0488813434156
20,0,561,-0.04796719505580001
21,0,563,-0.0496547228637
22,0,564,-0.05105722781719999
23,0,566,-0.0473990990984
24,0,567,-0.048485712370999995
25,0,568,-0.0523077939874
26,0,570,-0.04359749498959999
27,0,571,-0.0361603413891
28,0,572,-0.052355814612800006
29,0,573,-0.0304502812524
30,0,581,-0.0500100125394
31,0,584,-0.050867512437399995
32,0,585,-0.041318483973300006
33,0,586,-0.051664147129699994
34,0,587,-0.050751378495899994
35,0,589,-0.0495606232058
36,0,590,-0.052542410049
37,0,592,-0.044753239051900005
38,0,595,-0.037304675118300004
39,0,596,-0.0525804256401
40,0,597,-0.0511607872723
41,0,598,-0.0454322437294
42,0,599,-0.0251198943312
43,0,600,-0.052852314966400006
44,0,601,-0.049157660195
45,0,603,-0.039926324462
46,0,605,449.975933024
47,0,606,-0.0487204832256
48,0,607,-0.0493874016825
49,0,608,-0.0405536727319
0,0,609,-0.0468038857701
1,0,610,-0.0282026889812
2,0,612,-0.052616190828599994
3,0,613,-0.051923927785099994
4,0,616,-0.0492934291586
5,0,619,-0.034503417945199996
6,0,620,-0.051517356794499994
7,0,623,-0.051307462664800005
8,0,625,-0.0519666966347
9,0,626,-0.0477717027833
10,0,627,-0.0512157700114
11,0,628,-0.046705360380499994
12,0,631,-0.0514452877212
13,0,632,-0.0499145473316
14,0,633,-0.0470423044124
15,0,635,-0.050408300948199994
16,0,636,-0.0483496920544
17,0,637,3.85775218051
18,0,638,-0.0269723140872
19,0,650,-0.050668234871899996
20,0,652,-0.0359893029336
21,0,655,-0.059335748142999994
22,0,657,-0.0419254848595
23,0,661,-0.0519639791848
24,0,662,-0.0453831149214
25,0,663,-0.0452035639642
26,0,665,-0.046449875427299996
27,0,666,-0.042657555819
28,0,667,-0.050371405330800006
29,0,668,-0.0520341789508
30,0,669,-0.0536029046284
31,0,670,-0.0473255246275
32,0,672,-0.0488088538682
33,0,676,-0.050007378825900006
34,0,677,-0.0488274812581
35,0,678,-0.0503217729198
36,0,679,-0.0477812149684
37,0,680,-0.0488002016311
38,0,681,-0.0505829949707
39,0,682,-0.049086245383
40,0,683,-0.0405701742469
41,0,685,-0.0507935845586
42,0,687,-0.0478174438968
43,0,688,-0.046478050576800004
44,0,690,-0.050179777209800006
45,0,691,-0.0496664312005
46,0,692,-0.0432805261524
47,0,697,-0.050750359375800004
48,0,698,-0.036665912712300006
49,0,701,-0.034667331608699996
0,0,702,-0.0475671696829
1,0,703,-0.051469497946199996
2,0,705,-0.0390274331148
3,0,707,-0.0452829495647
4,0,708,-0.0544701245789
5,0,709,-0.053543651776099994
6,0,711,-0.040643268043199995
7,0,712,-0.0493625163093
8,0,715,-0.051924385229199996
9,0,716,-0.0499340256011
10,0,717,-0.0534404386368
11,0,718,-0.052546986558999996
12,0,719,-0.0518019126552
13,0,721,-0.045685430140399996
14,0,722,-0.0504104179603
15,0,723,-0.0504783749292
16,0,725,-0.052438245822599996
17,0,726,-0.05275509634119999
18,0,727,-0.038447416357999996
19,0,728,-0.0464622120452
20,0,729,-0.0533220359899
21,0,732,-0.05093979597519999
22,0,733,-0.048565075607699994
23,0,735,-0.04999765459290001
24,0,736,-0.0341691894902
25,0,737,-0.0452183106697
26,0,738,-0.043038189592399995
27,0,739,-0.0523807234815
28,0,748,-0.0482015887471
29,0,750,-0.05074970348180001
30,0,751,-0.043168977357900006
31,0,752,-0.050232256042
32,0,753,-0.0526908147406
33,0,755,-0.0542066708791
34,0,756,-0.0353965327466
35,0,759,-0.05309337058040001
36,0,760,-0.0501155089055
37,0,761,-0.0539935346925
38,0,762,-0.0471339967064
39,0,766,-0.049921377850900006
40,0,767,-0.052622365457499994
41,0,768,-0.051798840764300004
42,0,776,-0.05209338291
43,0,777,-0.0505936946572
44,0,778,-0.05042949418269999
45,0,779,-0.04966510326
46,0,780,-0.051264243422
47,0,782,-0.0478464117645
48,0,783,-0.052819278550899997
49,0,785,-0.0392830634052
0,0,788,-0.0518387117974
1,0,789,-0.0489253030267
2,0,790,-0.03527684386819999
3,0,791,-0.0389346022001
4,0,792,-0.054198426867300004
5,0,793,-0.047588593820900006
6,0,795,-0.0403667766951
7,0,796,-0.0342841205938
8,0,798,-0.045738619658500006
9,0,799,-0.0333888167232
10,0,800,-0.051780132551999994
11,0,802,-0.051028984736199996
12,0,806,-0.025999793272500002
13,0,807,-0.05315117066240001
14,0,809,-0.0498594717289
15,0,810,-0.03461252797080001
16,0,811,-0.04803348157290001
17,0,813,-0.0506787499187
18,0,816,-0.0509320088109
19,0,818,-0.34900942133900004
20,0,820,-0.0316991394838
21,0,821,-0.0485281674486
22,0,822,-0.05113345953390001
23,0,823,-21.0701098901
24,0,825,-0.055122139402
25,0,826,-0.0499437178814
26,0,828,-0.052462479295300006
27,0,829,-0.0492751396672
28,0,830,-0.0503898276079
29,0,831,-0.0519285923653
30,0,833,-0.0516441123151
31,0,835,-0.043325579155599994
32,0,836,-0.0340496154006
33,0,838,-0.049194131751100004
34,0,850,-0.0521981920504
35,0,852,-0.052555598405300004
36,0,856,-0.0520770661125
37,0,858,-0.0533612469012
38,0,859,-0.0494138441976
39,0,860,-0.048678049311499993
40,0,861,-0.051852273892800005
41,0,862,-0.048161318595500005
42,0,863,-0.0520269428304
43,0,868,-0.05076493805769999
44,0,869,-0.0531369687829
45,0,875,-0.05078874715080001
46,0,878,-0.0508310964296
47,0,880,-0.036429653618099994
48,0,881,-0.0503628807246
49,0,882,-0.0509328073066
0,0,883,-0.0537581064826
1,0,885,-0.047777631046599996
2,0,886,-0.052158021942
3,0,887,-0.052897649922
4,0,888,-0.0493429974927
5,0,889,-0.0463356503184
6,0,890,-0.0510129614157
7,0,892,-0.0459571193471
8,0,893,-0.0490116469238
9,0,895,-0.0527189962959
10,0,897,-0.0505113020467
11,0,898,-0.052767876435400006
12,0,899,-0.052619180629
13,0,900,-0.0498836683146
14,0,901,-0.0498949955832
15,0,903,-0.049478355996000006
16,0,905,-0.05095030229619999
17,0,906,-0.049796189701800005
